date,flow_yolo,height_sac_na,inund_days,inundation,doy1998
2015-12-13,148,15.88,0,0,6556
2015-12-14,140,15.67,0,0,6557
2015-12-15,136,15.98,0,0,6558
2015-12-16,136,16.39,0,0,6559
2015-12-17,141,15.81,0,0,6560
2015-12-18,144,14.63,0,0,6561
2015-12-19,151,14.19,0,0,6562
2015-12-20,154,17.34,0,0,6563
2015-12-21,149,18.64,0,0,6564
2015-12-22,138,18.27,0,0,6565
2015-12-23,149,22.78,0,0,6566
2015-12-24,155,23.73,0,0,6567
2015-12-25,147,23.15,0,0,6568
2015-12-26,141,20.59,0,0,6569
2015-12-27,139,18.1,0,0,6570
2015-12-28,151,16.37,0,0,6571
2015-12-29,150,16.51,0,0,6572
2015-12-30,141,15.37,0,0,6573
2015-12-31,134,14.65,0,0,6574
2016-01-01,134,14.31,0,0,6575
2016-01-02,135,13.86,0,0,6576
2016-01-03,138,13.71,0,0,6577
2016-01-04,140,13.76,0,0,6578
2016-01-05,145,13.95,0,0,6579
2016-01-06,152,15.55,0,0,6580
2016-01-07,161,22.97,0,0,6581
2016-01-08,178,24.5,0,0,6582
2016-01-09,203,24.37,0,0,6583
2016-01-10,189,22.4,0,0,6584
2016-01-11,152,20.21,0,0,6585
2016-01-12,140,19.55,0,0,6586
2016-01-13,140,19,0,0,6587
2016-01-14,143,18.03,0,0,6588
2016-01-15,147,22.14,0,0,6589
2016-01-16,167,24.31,0,0,6590
2016-01-17,417,26.22,0,0,6591
2016-01-18,1040,27.11,0,0,6592
2016-01-19,1438,29.44,0,0,6593
2016-01-20,1618,30.18,0,0,6594
2016-01-21,1907,32.44,0,0,6595
2016-01-22,2022,32.5,0,0,6596
2016-01-23,1852,32.06,0,0,6597
2016-01-24,1640,31.85,0,0,6598
2016-01-25,1480,31.6,0,0,6599
2016-01-26,1341,31.34,0,0,6600
2016-01-27,1175,31.4,0,0,6601
2016-01-28,1008,28.96,0,0,6602
2016-01-29,870,26.33,0,0,6603
2016-01-30,817,27.07,0,0,6604
2016-01-31,801,29.74,0,0,6605
2016-02-01,855,29.79,0,0,6606
2016-02-02,1205,29.34,0,0,6607
2016-02-03,1313,27.74,0,0,6608
2016-02-04,1127,25.19,0,0,6609
2016-02-05,788,23.46,0,0,6610
2016-02-06,487,22.53,0,0,6611
2016-02-07,328,21.44,0,0,6612
2016-02-08,298,20.08,0,0,6613
2016-02-09,278,19.77,0,0,6614
2016-02-10,272,18.92,0,0,6615
2016-02-11,262,18.66,0,0,6616
2016-02-12,244,18.31,0,0,6617
2016-02-13,165,18.08,0,0,6618
2016-02-14,152,18.04,0,0,6619
2016-02-15,148,17.73,0,0,6620
2016-02-16,149,17.66,0,0,6621
2016-02-17,160,17.33,0,0,6622
2016-02-18,171,17.08,0,0,6623
2016-02-19,162,17.27,0,0,6624
2016-02-20,158,17.8,0,0,6625
2016-02-21,152,18.38,0,0,6626
2016-02-22,150,18.77,0,0,6627
2016-02-23,156,18.91,0,0,6628
2016-02-24,155,17.95,0,0,6629
2016-02-25,156,17.89,0,0,6630
2016-02-26,157,17.3,0,0,6631
2016-02-27,153,16.93,0,0,6632
2016-02-28,153,16.85,0,0,6633
2016-02-29,158,16.48,0,0,6634
2016-03-01,159,16.44,0,0,6635
2016-03-02,158,16.47,0,0,6636
2016-03-03,158,16.56,0,0,6637
2016-03-04,160,16.14,0,0,6638
2016-03-05,626,16.5,0,0,6639
2016-03-06,734,23.01,0,0,6640
2016-03-07,1018,30.23,0,0,6641
2016-03-08,1583,31.58,0,0,6642
2016-03-09,2311,32.01,0,0,6643
2016-03-10,2587,31.87,0,0,6644
2016-03-11,2983,32.66,0,0,6645
2016-03-12,4594,34.77,1,1,6646
2016-03-13,13081,35.36,2,1,6647
2016-03-14,60791,35.97,3,1,6648
2016-03-15,77404,36.01,4,1,6649
2016-03-16,57000,35.98,5,1,6650
2016-03-17,34198,35.44,6,1,6651
2016-03-18,18198,34.91,7,1,6652
2016-03-19,8395,34.44,8,1,6653
2016-03-20,4344,33.81,9,1,6654
2016-03-21,3265,33.62,10,1,6655
2016-03-22,2759,33.94,11,1,6656
2016-03-23,2664,34.18,12,1,6657
2016-03-24,2582,34,13,1,6658
2016-03-25,2396,33.4,0,0,6659
2016-03-26,2227,32.74,0,0,6660
2016-03-27,2077,31.87,0,0,6661
2016-03-28,1977,29.98,0,0,6662
2016-03-29,1825,28.99,0,0,6663
2016-03-30,1672,27.03,0,0,6664
2016-03-31,1500,25.16,0,0,6665
2016-04-01,1406,23.7,0,0,6666
2016-04-02,1284,22.86,0,0,6667
2016-04-03,1173,21.7,0,0,6668
2016-04-04,1111,21.3695275590551,0,0,6669
2016-04-05,1081,20.19,0,0,6670
2016-04-06,1063,20.02,0,0,6671
2016-04-07,1040,19.6,0,0,6672
2016-04-08,914,19.17,0,0,6673
2016-04-09,731,18.78,0,0,6674
2016-04-10,647,18.65,0,0,6675
2016-04-11,600,18.8,0,0,6676
2016-04-12,574,19.01,0,0,6677
2016-04-13,577,18.66,0,0,6678
2016-04-14,581,18.71,0,0,6679
2016-04-15,584,18.43,0,0,6680
2016-04-16,564,18.38,0,0,6681
2016-04-17,533,18.22,0,0,6682
2016-04-18,516,18.47,0,0,6683
2016-04-19,517,18.39,0,0,6684
2016-04-20,472,17.71,0,0,6685
2016-04-21,462,16.69,0,0,6686
2016-04-22,468,16.94,0,0,6687
2016-04-23,472,16.59,0,0,6688
2016-04-24,500,16.32,0,0,6689
2016-04-25,562,16.27,0,0,6690
2016-04-26,627,16.04,0,0,6691
2016-04-27,541,15.89,0,0,6692
2016-04-28,505,15.22,0,0,6693
2016-04-29,498,14.61,0,0,6694
2016-04-30,457,14.13,0,0,6695
2016-05-01,436,13.77,0,0,6696
2016-05-02,452,13.42,0,0,6697
2016-05-03,463,12.92,0,0,6698
2016-05-04,473,15.97,0,0,6699
2016-05-05,471,12.7,0,0,6700
2016-05-06,483,12.63,0,0,6701
2016-05-07,467,13.39,0,0,6702
2016-05-08,443,14.33,0,0,6703
2016-05-09,430,15.2,0,0,6704
2016-05-10,440,15.52,0,0,6705
2016-05-11,451,15.6,0,0,6706
2016-05-12,452,15.33,0,0,6707
2016-05-13,477,14.97,0,0,6708
2016-05-14,497,14.38,0,0,6709
2016-05-15,480,14.07,0,0,6710
2016-05-16,490,13.75,0,0,6711
2016-05-17,530,13.6,0,0,6712
2016-05-18,585,13.7,0,0,6713
2016-05-19,603,13.77,0,0,6714
2016-05-20,574,14.29,0,0,6715
2016-05-21,535,13.87,0,0,6716
2016-05-22,496,14.85,0,0,6717
2016-05-23,516,15.19,0,0,6718
2016-05-24,542,15.68,0,0,6719
2016-05-25,541,15.73,0,0,6720
2016-05-26,553,15.68,0,0,6721
2016-05-27,564,15.01,0,0,6722
2016-05-28,554,14.83,0,0,6723
2016-05-29,503,14.89,0,0,6724
2016-05-30,493,14.5,0,0,6725
2016-05-31,540,14.56,0,0,6726
2016-06-01,611,13.95,0,0,6727
2016-06-02,642,14.28,0,0,6728
2016-06-03,636,13.51,0,0,6729
2016-06-04,620,13.85,0,0,6730
2016-06-05,638,14.48,0,0,6731
2016-06-06,643,14.69,0,0,6732
2016-06-07,634,14.84,0,0,6733
2016-06-08,613,14.81,0,0,6734
2016-06-09,586,14.9,0,0,6735
2016-06-10,581,15.31,0,0,6736
2016-06-11,576,14.48,0,0,6737
2016-06-12,566,14.43,0,0,6738
2016-06-13,610,14.53,0,0,6739
2016-06-14,652,14.73,0,0,6740
2016-06-15,654,14.55,0,0,6741
2016-06-16,645,14.89,0,0,6742
2016-06-17,612,14.4,0,0,6743
2016-06-18,582,14.85,0,0,6744
2016-06-19,566,15.16,0,0,6745
2016-06-20,577,15.67,0,0,6746
2016-06-21,607,16.63,0,0,6747
2016-06-22,629,16.57,0,0,6748
2016-06-23,651,16.5,0,0,6749
2016-06-24,659,16.15,0,0,6750
2016-06-25,619,16.02,0,0,6751
2016-06-26,588,15.72,0,0,6752
2016-06-27,604,15.93,0,0,6753
2016-06-28,603,15.89,0,0,6754
2016-06-29,619,15.84,0,0,6755
2016-06-30,643,16.14,0,0,6756
2016-07-01,668,16.32,0,0,6757
2016-07-02,656,16.02,0,0,6758
2016-07-03,598,16.2,0,0,6759
2016-07-04,545,16.31,0,0,6760
2016-07-05,576,16.41,0,0,6761
2016-07-06,584,16.37,0,0,6762
2016-07-07,580,16.67,0,0,6763
2016-07-08,588,16.76,0,0,6764
2016-07-09,595,16.9,0,0,6765
2016-07-10,574,16.48,0,0,6766
2016-07-11,559,17.12,0,0,6767
2016-07-12,562,17.13,0,0,6768
2016-07-13,618,17.1,0,0,6769
2016-07-14,749,17.08,0,0,6770
2016-07-15,860,16.74,0,0,6771
2016-07-16,878,16.54,0,0,6772
2016-07-17,915,16.48,0,0,6773
2016-07-18,934,16.86,0,0,6774
2016-07-19,958,17.09,0,0,6775
2016-07-20,977,16.95,0,0,6776
2016-07-21,965,16.87,0,0,6777
2016-07-22,974,17.47,0,0,6778
2016-07-23,1101,16.81,0,0,6779
2016-07-24,1120,16.8,0,0,6780
2016-07-25,1165,16.98,0,0,6781
2016-07-26,1154,17.02,0,0,6782
2016-07-27,1118,16.72,0,0,6783
2016-07-28,1022,17.43,0,0,6784
2016-07-29,817,17.06,0,0,6785
2016-07-30,679,17.42,0,0,6786
2016-07-31,627,17.54,0,0,6787
2016-08-01,601,17.43,0,0,6788
2016-08-02,526,17.63,0,0,6789
2016-08-03,525,17.35,0,0,6790
2016-08-04,511,17.81,0,0,6791
2016-08-05,508,17.67,0,0,6792
2016-08-06,480,17.28,0,0,6793
2016-08-07,442,17.61,0,0,6794
2016-08-08,456,17.25,0,0,6795
2016-08-09,496,17.5,0,0,6796
2016-08-10,513,17.55,0,0,6797
2016-08-11,498,17.86,0,0,6798
2016-08-12,540,17.86,0,0,6799
2016-08-13,554,17.87,0,0,6800
2016-08-14,514,17.76,0,0,6801
2016-08-15,512,17.89,0,0,6802
2016-08-16,518,17.66,0,0,6803
2016-08-17,525,17.78,0,0,6804
2016-08-18,535,17.49,0,0,6805
2016-08-19,509,17.69,0,0,6806
2016-08-20,484,17.58,0,0,6807
2016-08-21,473,17.74,0,0,6808
2016-08-22,492,17.99,0,0,6809
2016-08-23,477,17.98,0,0,6810
2016-08-24,460,18.22,0,0,6811
2016-08-25,450,18.16,0,0,6812
2016-08-26,470,18.2,0,0,6813
2016-08-27,458,18.57,0,0,6814
2016-08-28,421,18.87,0,0,6815
2016-08-29,419,18.78,0,0,6816
2016-08-30,394,18.99,0,0,6817
2016-08-31,386,18.9,0,0,6818
2016-09-01,372,19.13,0,0,6819
2016-09-02,375,19.34,0,0,6820
2016-09-03,392,18.97,0,0,6821
2016-09-04,390,19.34,0,0,6822
2016-09-05,391,18.94,0,0,6823
2016-09-06,403,18.94,0,0,6824
2016-09-07,414,19.4,0,0,6825
2016-09-08,414,18.74,0,0,6826
2016-09-09,408,18.66,0,0,6827
2016-09-10,398,18.65,0,0,6828
2016-09-11,365,18.61,0,0,6829
2016-09-12,367,18.43,0,0,6830
2016-09-13,370,18.26,0,0,6831
2016-09-14,376,18.16,0,0,6832
2016-09-15,374,18.11,0,0,6833
2016-09-16,385,18.03,0,0,6834
2016-09-17,366,17.98,0,0,6835
2016-09-18,335,17.8,0,0,6836
2016-09-19,368,17.69,0,0,6837
2016-09-20,362,17.56,0,0,6838
2016-09-21,382,17.47,0,0,6839
2016-09-22,399,17.38,0,0,6840
2016-09-23,397,17.34,0,0,6841
2016-09-24,394,17.35,0,0,6842
2016-09-25,347,17.34,0,0,6843
2016-09-26,328,17.35,0,0,6844
2016-09-27,335,17.35,0,0,6845
2016-09-28,343,17.35,0,0,6846
2016-09-29,350,17.34,0,0,6847
2016-09-30,348,17.34,0,0,6848
2016-10-01,307,17.35,0,0,6849
2016-10-02,282,17.34,0,0,6850
2016-10-03,292,17.34,0,0,6851
2016-10-04,288,15.89,0,0,6852
2016-10-05,271,15.89,0,0,6853
2016-10-06,285,15.89,0,0,6854
2016-10-07,284,15.89,0,0,6855
2016-10-08,268,15.89,0,0,6856
2016-10-09,259,15.9,0,0,6857
2016-10-10,287,17.79,0,0,6858
2016-10-11,311,13.91,0,0,6859
2016-10-12,282,13.84,0,0,6860
2016-10-13,212,13.66,0,0,6861
2016-10-14,154,13.41,0,0,6862
2016-10-15,67,13.37,0,0,6863
2016-10-16,42,13.73,0,0,6864
2016-10-17,40,13.8,0,0,6865
2016-10-18,38,13.78,0,0,6866
2016-10-19,41,13.68,0,0,6867
2016-10-20,119,13.44,0,0,6868
2016-10-21,51,12.98,0,0,6869
2016-10-22,50,12.72,0,0,6870
2016-10-23,47,12.55,0,0,6871
2016-10-24,48,12.97,0,0,6872
2016-10-25,59,12.2,0,0,6873
2016-10-26,63,12.75,0,0,6874
2016-10-27,67,14.09,0,0,6875
2016-10-28,70,14.54,0,0,6876
2016-10-29,71,14.89,0,0,6877
2016-10-30,74,15.63,0,0,6878
2016-10-31,75,15.88,0,0,6879
2016-11-01,77,16.3,0,0,6880
2016-11-02,84,17.09,0,0,6881
2016-11-03,87,17.84,0,0,6882
2016-11-04,92,17.73,0,0,6883
2016-11-05,97,16.57,0,0,6884
2016-11-06,97,15.61,0,0,6885
2016-11-07,92,14.86,0,0,6886
2016-11-08,80,14.01,0,0,6887
2016-11-09,70,14,0,0,6888
2016-11-10,67,13.92,0,0,6889
2016-11-11,71,13.67,0,0,6890
2016-11-12,75,13.46,0,0,6891
2016-11-13,75,13.45,0,0,6892
2016-11-14,93,13.46,0,0,6893
2016-11-15,135,13.4,0,0,6894
2016-11-16,168,13.39,0,0,6895
2016-11-17,173,13.38,0,0,6896
2016-11-18,182,13.6,0,0,6897
2016-11-19,167,13.57,0,0,6898
2016-11-20,162,14.55,0,0,6899
2016-11-21,161,17.26,0,0,6900
2016-11-22,157,19.8,0,0,6901
2016-11-23,125,19.82,0,0,6902
2016-11-24,113,18.85,0,0,6903
2016-11-25,112,17.71,0,0,6904
2016-11-26,113,17.39,0,0,6905
2016-11-27,117,16.72,0,0,6906
2016-11-28,115,18.11,0,0,6907
2016-11-29,114,18.77,0,0,6908
2016-11-30,110,18.51,0,0,6909
2016-12-01,108,17.7,0,0,6910
2016-12-02,107,16.98,0,0,6911
2016-12-03,108,16.27,0,0,6912
2016-12-04,108,15.76,0,0,6913
2016-12-05,108,15.34,0,0,6914
2016-12-06,115,15.01,0,0,6915
2016-12-07,118,14.83,0,0,6916
2016-12-08,111,14.83,0,0,6917
2016-12-09,107,15.41,0,0,6918
2016-12-10,102,17.52,0,0,6919
2016-12-11,98,26.64,0,0,6920
2016-12-12,117,27.57,0,0,6921
2016-12-13,623,27.35,0,0,6922
2016-12-14,1258,25.81,0,0,6923
2016-12-15,1465,25.9,0,0,6924
2016-12-16,1647,31.47,0,0,6925
2016-12-17,2515,33.44,0,0,6926
2016-12-18,12399,33.54,1,1,6927
2016-12-19,19406,33.53,2,1,6928
2016-12-20,9961,33.13,3,1,6929
2016-12-21,3759,32.2,0,0,6930
2016-12-22,2415,30.4,0,0,6931
2016-12-23,1916,28.23,0,0,6932
2016-12-24,1593,26.59,0,0,6933
2016-12-25,1363,26.92,0,0,6934
2016-12-26,1183,26.91,0,0,6935
2016-12-27,1035,26.07,0,0,6936
2016-12-28,923,24.73,0,0,6937
2016-12-29,853,23.64,0,0,6938
2016-12-30,761,22.56,0,0,6939
2016-12-31,686,21.64,0,0,6940
2017-01-01,655,21.03,0,0,6941
2017-01-02,628,20.25,0,0,6942
2017-01-03,507,19.55,0,0,6943
2017-01-04,652,21.56,0,0,6944
2017-01-05,933,28.15,0,0,6945
2017-01-06,1709,29.36,0,0,6946
2017-01-07,2325,29.33,0,0,6947
2017-01-08,4439,31.28,0,0,6948
2017-01-09,22815,34.89,1,1,6949
2017-01-10,89802,35.62,2,1,6950
2017-01-11,173921,36.71,3,1,6951
2017-01-12,184414,36.71,4,1,6952
2017-01-13,145887,35.94,5,1,6953
2017-01-14,121108,35.39,6,1,6954
2017-01-15,105509,35.06,7,1,6955
2017-01-16,91106,34.81,8,1,6956
2017-01-17,70799,34.48,9,1,6957
2017-01-18,53870,34.15,10,1,6958
2017-01-19,54502,34.05,11,1,6959
2017-01-20,60062,34.24,12,1,6960
2017-01-21,77377,34.45,13,1,6961
2017-01-22,84005,34.59,14,1,6962
2017-01-23,93514,35.33,15,1,6963
2017-01-24,88483,35.32,16,1,6964
2017-01-25,81223,34.6,17,1,6965
2017-01-26,66843,34.4,18,1,6966
2017-01-27,49965,34.1,19,1,6967
2017-01-28,35668,33.81,20,1,6968
2017-01-29,27091,33.59,21,1,6969
2017-01-30,21983,33.4,22,1,6970
2017-01-31,18591,33.26,23,1,6971
2017-02-01,17488,33.24,24,1,6972
2017-02-02,18132,33.26,25,1,6973
2017-02-03,18802,33.28,26,1,6974
2017-02-04,26467,33.82,27,1,6975
2017-02-05,41809,34,28,1,6976
2017-02-06,54069,34.26,29,1,6977
2017-02-07,85027,35.3,30,1,6978
2017-02-08,139440,36.09,31,1,6979
2017-02-09,159337,36.52,32,1,6980
2017-02-10,208663,37.56,33,1,6981
2017-02-11,242456,37.78,34,1,6982
2017-02-12,228822,37.65,35,1,6983
2017-02-13,193054,37.06,36,1,6984
2017-02-14,186064,37.01,37,1,6985
2017-02-15,197399,37.08,38,1,6986
2017-02-16,193325,37.01,39,1,6987
2017-02-17,196497,36.96,40,1,6988
2017-02-18,202925,36.93,41,1,6989
2017-02-19,190182,36.76,42,1,6990
2017-02-20,177434,36.57,43,1,6991
2017-02-21,219605,37.51,44,1,6992
2017-02-22,227863,37.5,45,1,6993
2017-02-23,196175,36.95,46,1,6994
2017-02-24,171574,36.43,47,1,6995
2017-02-25,152686,35.99,48,1,6996
2017-02-26,143845,35.77,49,1,6997
2017-02-27,139415,35.66,50,1,6998
2017-02-28,127809,35.6,51,1,6999
2017-03-01,88486,34.84,52,1,7000
2017-03-02,72509,34.47,53,1,7001
2017-03-03,60390,34.28,54,1,7002
2017-03-04,52863,34.16,55,1,7003
2017-03-05,46642,34.05,56,1,7004
2017-03-06,36362,33.86,57,1,7005
2017-03-07,28587,33.65,58,1,7006
2017-03-08,23384,33.43,59,1,7007
2017-03-09,18577,33.2,60,1,7008
2017-03-10,13210,32.95,61,1,7009
2017-03-11,9789,32.82,62,1,7010
2017-03-12,7707,32.65,63,1,7011
2017-03-13,6743,31.95,64,1,7012
2017-03-14,6358,31.72,65,1,7013
2017-03-15,6050,31.05,66,1,7014
2017-03-16,5739,30.26,67,1,7015
2017-03-17,5489,29.53,68,1,7016
2017-03-18,5262,30.4,69,1,7017
2017-03-19,5085,32.47,70,1,7018
2017-03-20,6109,33.08,71,1,7019
2017-03-21,14123,33.24,72,1,7020
2017-03-22,22906,33.65,73,1,7021
2017-03-23,30388,33.78,74,1,7022
2017-03-24,30636,33.79,75,1,7023
2017-03-25,29555,33.72,76,1,7024
2017-03-26,30138,33.8,77,1,7025
2017-03-27,30618,33.81,78,1,7026
2017-03-28,27395,33.72,79,1,7027
2017-03-29,20037,33.46,80,1,7028
2017-03-30,10903,33.04,81,1,7029
2017-03-31,5456,32.61,82,1,7030
2017-04-01,3855,31.91,0,0,7031
2017-04-02,3400,31.13,0,0,7032
2017-04-03,3053,30.03,0,0,7033
2017-04-04,2777,28.86,0,0,7034
2017-04-05,2491,27.8,0,0,7035
2017-04-06,2354,27.1,0,0,7036
2017-04-07,2734,27.47,0,0,7037
2017-04-08,3459,31.27,0,0,7038
2017-04-09,4356,33.15,0,0,7039
2017-04-10,9422,33.18,0,0,7040
2017-04-11,9237,33.06,0,0,7041
2017-04-12,6559,32.91,0,0,7042
2017-04-13,5266,32.67,0,0,7043
2017-04-14,5283,33,0,0,7044
2017-04-15,9280,33.36,0,0,7045
2017-04-16,19083,33.47,0,0,7046
2017-04-17,22261,33.51,1,1,7047
2017-04-18,23442,33.59,2,1,7048
2017-04-19,25706,33.72,3,1,7049
2017-04-20,28364,33.79,4,1,7050
2017-04-21,29532,33.83,5,1,7051
2017-04-22,28791,33.79,6,1,7052
2017-04-23,28079,33.76,7,1,7053
2017-04-24,27234,33.74,8,1,7054
2017-04-25,26958,33.73,9,1,7055
2017-04-26,26283,33.7,10,1,7056
2017-04-27,25925,33.7,11,1,7057
2017-04-28,25890,33.73,12,1,7058
2017-04-29,24728,33.65,13,1,7059
2017-04-30,21858,33.55,14,1,7060
2017-05-01,17097,33.32,15,1,7061
2017-05-02,10565,33.14,16,1,7062
2017-05-03,3997,32.41,0,0,7063
2017-05-04,2490,30.72,0,0,7064
2017-05-05,1907,29.07,0,0,7065
2017-05-06,1580,27.55,0,0,7066
2017-05-07,1432,26.32,0,0,7067
2017-05-08,1359,24.97,0,0,7068
2017-05-09,1166,23.52,0,0,7069
2017-05-10,897,23.86,0,0,7070
2017-05-11,815,26.7,0,0,7071
2017-05-12,718,28.11,0,0,7072
2017-05-13,526,28.84,0,0,7073
2017-05-14,539,29.05,0,0,7074
2017-05-15,563,29.05,0,0,7075
2017-05-16,627,28.91,0,0,7076
2017-05-17,797,28.21,0,0,7077
2017-05-18,824,27.27,0,0,7078
2017-05-19,722,26.55,0,0,7079
2017-05-20,605,25.97,0,0,7080
2017-05-21,522,24.34,0,0,7081
2017-05-22,538,23.39,0,0,7082
2017-05-23,623,23.2,0,0,7083
2017-05-24,631,22.86,0,0,7084
2017-05-25,736,22.76,0,0,7085
2017-05-26,801,22.82,0,0,7086
2017-05-27,843,22.63,0,0,7087
2017-05-28,827,22.23,0,0,7088
2017-05-29,807,22.16,0,0,7089
2017-05-30,860,22.28,0,0,7090
2017-05-31,899,22.52,0,0,7091
2017-06-01,950,22.57,0,0,7092
2017-06-02,980,22.62,0,0,7093
2017-06-03,996,22.48,0,0,7094
2017-06-04,961,22.67,0,0,7095
2017-06-05,926,22.7,0,0,7096
2017-06-06,897,22.71,0,0,7097
2017-06-07,843,22.51,0,0,7098
2017-06-08,831,22.14,0,0,7099
2017-06-09,826,21.62,0,0,7100
2017-06-10,800,21.32,0,0,7101
2017-06-11,720,20.75,0,0,7102
2017-06-12,685,20.09,0,0,7103
2017-06-13,643,19.56,0,0,7104
2017-06-14,609,18.95,0,0,7105
2017-06-15,604,18.33,0,0,7106
2017-06-16,598,17.61,0,0,7107
2017-06-17,606,16.74,0,0,7108
2017-06-18,579,16.21,0,0,7109
2017-06-19,543,15.99,0,0,7110
2017-06-20,545,15.87,0,0,7111
2017-06-21,582,15.87,0,0,7112
2017-06-22,578,15.93,0,0,7113
2017-06-23,565,15.82,0,0,7114
2017-06-24,580,15.59,0,0,7115
2017-06-25,583,15.26,0,0,7116
2017-06-26,612,15.05,0,0,7117
2017-06-27,606,14.94,0,0,7118
2017-06-28,593,14.92,0,0,7119
2017-06-29,622,14.64,0,0,7120
2017-06-30,579,14.34,0,0,7121
2017-07-01,573,14.37,0,0,7122
2017-07-02,575,14.16,0,0,7123
2017-07-03,589,14.07,0,0,7124
2017-07-04,566,13.95,0,0,7125
2017-07-05,550,13.98,0,0,7126
2017-07-06,591,13.99,0,0,7127
2017-07-07,625,13.87,0,0,7128
2017-07-08,621,13.89,0,0,7129
2017-07-09,580,13.79,0,0,7130
2017-07-10,574,13.88,0,0,7131
2017-07-11,658,13.87,0,0,7132
2017-07-12,703,13.88,0,0,7133
2017-07-13,684,14,0,0,7134
2017-07-14,636,14.39,0,0,7135
2017-07-15,598,14.67,0,0,7136
2017-07-16,569,14.8,0,0,7137
2017-07-17,555,14.88,0,0,7138
2017-07-18,548,14.96,0,0,7139
2017-07-19,545,14.99,0,0,7140
2017-07-20,542,14.84,0,0,7141
2017-07-21,540,15.01,0,0,7142
2017-07-22,523,15.16,0,0,7143
2017-07-23,510,15.18,0,0,7144
2017-07-24,544,15.48,0,0,7145
2017-07-25,582,15.68,0,0,7146
2017-07-26,576,15.71,0,0,7147
2017-07-27,566,15.73,0,0,7148
2017-07-28,536,16.04,0,0,7149
2017-07-29,551,16.24,0,0,7150
2017-07-30,541,16.25,0,0,7151
2017-07-31,537,16.23,0,0,7152
2017-08-01,531,16.31,0,0,7153
2017-08-02,540,16.34,0,0,7154
2017-08-03,539,16.41,0,0,7155
2017-08-04,513,16.42,0,0,7156
2017-08-05,495,16.18,0,0,7157
2017-08-06,453,16.35,0,0,7158
2017-08-07,442,16.34,0,0,7159
2017-08-08,439,16.43,0,0,7160
2017-08-09,454,16.49,0,0,7161
2017-08-10,464,16.61,0,0,7162
2017-08-11,470,16.58,0,0,7163
2017-08-12,486,16.6,0,0,7164
2017-08-13,462,16.74,0,0,7165
2017-08-14,445,16.86,0,0,7166
2017-08-15,424,16.93,0,0,7167
2017-08-16,441,16.99,0,0,7168
2017-08-17,431,17.06,0,0,7169
2017-08-18,402,17.26,0,0,7170
2017-08-19,409,17.31,0,0,7171
2017-08-20,391,17.4,0,0,7172
2017-08-21,403,17.44,0,0,7173
2017-08-22,408,17.4,0,0,7174
2017-08-23,416,17.48,0,0,7175
2017-08-24,398,17.64,0,0,7176
2017-08-25,372,17.79,0,0,7177
2017-08-26,380,17.98,0,0,7178
2017-08-27,364,18.01,0,0,7179
2017-08-28,371,17.88,0,0,7180
2017-08-29,395,17.77,0,0,7181
2017-08-30,410,17.8,0,0,7182
2017-08-31,403,17.73,0,0,7183
2017-09-01,423,17.41,0,0,7184
2017-09-02,411,17.34,0,0,7185
2017-09-03,377,17.52,0,0,7186
2017-09-04,381,17.6,0,0,7187
2017-09-05,379,17.72,0,0,7188
2017-09-06,366,17.92,0,0,7189
2017-09-07,351,17.98,0,0,7190
2017-09-08,349,18,0,0,7191
2017-09-09,324,18.24,0,0,7192
2017-09-10,303,18.39,0,0,7193
2017-09-11,328,18.41,0,0,7194
2017-09-12,326,18.25,0,0,7195
2017-09-13,339,18.24,0,0,7196
2017-09-14,342,18.28,0,0,7197
2017-09-15,319,18.19,0,0,7198
2017-09-16,328,18.1,0,0,7199
2017-09-17,327,18.05,0,0,7200
2017-09-18,327,17.99,0,0,7201
2017-09-19,343,17.94,0,0,7202
2017-09-20,331,17.91,0,0,7203
2017-09-21,315,17.85,0,0,7204
2017-09-22,309,17.8,0,0,7205
2017-09-23,312,17.74,0,0,7206
2017-09-24,306,17.54,0,0,7207
2017-09-25,327,17.52,0,0,7208
2017-09-26,335,17.53,0,0,7209
2017-09-27,332,17.46,0,0,7210
2017-09-28,347,17.47,0,0,7211
2017-09-29,335,17.46,0,0,7212
2017-09-30,302,17.35,0,0,7213
2017-10-01,255,17.34,0,0,7214
2017-10-02,230,17.35,0,0,7215
2017-10-03,245,17.19,0,0,7216
2017-10-04,238,16.9,0,0,7217
2017-10-05,235,16.3,0,0,7218
2017-10-06,224,15.87,0,0,7219
2017-10-07,218,15.29,0,0,7220
2017-10-08,206,14.95,0,0,7221
2017-10-09,224,14.89,0,0,7222
2017-10-10,265,14.83,0,0,7223
2017-10-11,322,14.74,0,0,7224
2017-10-12,333,14.71,0,0,7225
2017-10-13,325,14.51,0,0,7226
2017-10-14,302,14.48,0,0,7227
2017-10-15,259,14.28,0,0,7228
2017-10-16,253,14.21,0,0,7229
2017-10-17,273,14.17,0,0,7230
2017-10-18,260,14.1,0,0,7231
2017-10-19,247,14.1,0,0,7232
2017-10-20,227,14.08,0,0,7233
2017-10-21,210,13.94,0,0,7234
2017-10-22,200,13.92,0,0,7235
2017-10-23,216,13.97,0,0,7236
2017-10-24,210,13.94,0,0,7237
2017-10-25,215,13.96,0,0,7238
2017-10-26,230,13.86,0,0,7239
2017-10-27,215,13.78,0,0,7240
2017-10-28,179,13.59,0,0,7241
2017-10-29,79,13.44,0,0,7242
2017-10-30,25,13.38,0,0,7243
2017-10-31,30,13.36,0,0,7244
