"date","group","mean","max","min","sd","cv","n","site","category","method","length"
2011-01-20,NA,9.54166666666667,9.7,9.4,0.10179547554081,1.06685214540587,24,"LIB","data","Pien_2020",NA
2011-01-21,NA,9.65416666666667,9.8,9.5,0.0658005330140078,0.681576518056188,24,"LIB","data","Pien_2020",NA
2011-01-22,NA,9.79583333333333,10,9.7,0.0750603621828095,0.766247848739868,24,"LIB","data","Pien_2020",NA
2011-01-23,NA,9.90416666666667,10.1,9.8,0.0806450444131923,0.814253708841655,24,"LIB","data","Pien_2020",NA
2011-01-24,NA,9.91666666666667,10.3,9.8,0.130772509631659,1.31871438284026,24,"LIB","data","Pien_2020",NA
2011-01-25,NA,10.0416666666667,10.3,9.9,0.113890361720181,1.13417787605159,24,"LIB","data","Pien_2020",NA
2011-01-26,NA,10.0625,10.4,9.9,0.134528160943932,1.33692582304529,24,"LIB","data","Pien_2020",NA
2011-01-27,NA,10.15,10.3,10,0.11952286093344,1.17756513234916,8,"LIB","data","Pien_2020",NA
2011-01-29,NA,9.75,9.8,9.7,0.051639777949433,0.529638748199312,16,"LIB","data","Pien_2020",NA
2011-01-30,NA,9.76666666666667,9.9,9.7,0.0816496580927731,0.836003325181978,24,"LIB","data","Pien_2020",NA
2011-01-31,NA,9.675,9.8,9.5,0.0989070710093682,1.02229530759037,24,"LIB","data","Pien_2020",NA
2011-02-01,NA,9.7625,9.9,9.7,0.0769669607265244,0.78839396390806,24,"LIB","data","Pien_2020",NA
2011-02-02,NA,9.6,9.9,9.3,0.218691762434075,2.27803919202161,24,"LIB","data","Pien_2020",NA
2011-02-03,NA,9.39583333333333,9.5,9.3,0.0750603621828089,0.798868599728343,24,"LIB","data","Pien_2020",NA
2011-02-04,NA,9.44166666666667,9.5,9.4,0.0503610155185333,0.533391161714386,24,"LIB","data","Pien_2020",NA
2011-02-05,NA,9.59166666666667,10,9.4,0.1282547284209,1.33714747267663,24,"LIB","data","Pien_2020",NA
2011-02-06,NA,10.0208333333333,10.6,9.7,0.294853193635581,2.94240193233012,24,"LIB","data","Pien_2020",NA
2011-02-07,NA,10.4291666666667,11.1,10.2,0.269426390151642,2.58339327352753,24,"LIB","data","Pien_2020",NA
2011-02-08,NA,10.4625,11.1,10.1,0.248145294044682,2.37175908286435,24,"LIB","data","Pien_2020",NA
2011-02-09,NA,9.9875,10.2,9.5,0.184891272397308,1.85122675741986,24,"LIB","data","Pien_2020",NA
2011-02-10,NA,10.0166666666667,10.3,9.7,0.176109320462101,1.7581629330659,24,"LIB","data","Pien_2020",NA
2011-02-11,NA,10.2083333333333,10.5,10,0.113890361720181,1.11566068623851,24,"LIB","data","Pien_2020",NA
2011-02-12,NA,10.3916666666667,10.7,10.3,0.105980583400786,1.01986126769,24,"LIB","data","Pien_2020",NA
2011-02-13,NA,10.6083333333333,11,10.4,0.174247866100506,1.64255647541718,24,"LIB","data","Pien_2020",NA
2011-02-14,NA,10.7291666666667,11.2,10.4,0.234945260352957,2.18978106736737,24,"LIB","data","Pien_2020",NA
2011-02-15,NA,10.6416666666667,10.8,10.6,0.0583592075121765,0.548402889699387,24,"LIB","data","Pien_2020",NA
2011-02-16,NA,10.8125,10.9,10.7,0.0612372435695797,0.566356009892066,24,"LIB","data","Pien_2020",NA
2011-02-17,NA,10.6041666666667,10.8,10.4,0.162799334115364,1.53523930010559,24,"LIB","data","Pien_2020",NA
2011-02-18,NA,10.1125,10.4,9.8,0.154110350074224,1.52395896241507,24,"LIB","data","Pien_2020",NA
2011-02-19,NA,9.50833333333333,10.1,9.2,0.239413534662747,2.51793375631285,24,"LIB","data","Pien_2020",NA
2011-02-20,NA,9.06666666666667,9.4,8.9,0.165940446799621,1.83022551617229,24,"LIB","data","Pien_2020",NA
2011-02-21,NA,8.8375,9.2,8.6,0.168915981173044,1.91135480818155,24,"LIB","data","Pien_2020",NA
2011-02-22,NA,8.74166666666667,9.5,8.4,0.256932856508511,2.93917471697057,24,"LIB","data","Pien_2020",NA
2011-02-23,NA,8.88333333333333,9.4,8.6,0.205715435929612,2.31574599545529,24,"LIB","data","Pien_2020",NA
2011-02-24,NA,9.075,9.6,8.8,0.204832911757682,2.25711197529126,24,"LIB","data","Pien_2020",NA
2011-02-25,NA,9.15,9.4,9,0.110335456873474,1.20585198768824,24,"LIB","data","Pien_2020",NA
2011-02-26,NA,9.25,9.5,8.9,0.181778651829277,1.96517461437057,24,"LIB","data","Pien_2020",NA
2011-02-27,NA,9.09166666666667,9.4,8.8,0.155805527240982,1.71371798981832,24,"LIB","data","Pien_2020",NA
2011-02-28,NA,9.1,9.5,8.8,0.21058923544891,2.3141674225155,24,"LIB","data","Pien_2020",NA
2011-03-01,NA,9.34583333333333,9.7,9.1,0.199954705015839,2.13950642905935,24,"LIB","data","Pien_2020",NA
2011-03-02,NA,9.60416666666667,10.1,9.3,0.215646987431788,2.24534824223988,24,"LIB","data","Pien_2020",NA
2011-03-03,NA,9.7875,10.2,9.5,0.18953604681822,1.93651133403034,24,"LIB","data","Pien_2020",NA
2011-03-04,NA,10.2625,10.7,9.9,0.218318674140031,2.12734396238763,24,"LIB","data","Pien_2020",NA
2011-03-05,NA,10.7,11.5,10.3,0.334923742131665,3.13012843113706,24,"LIB","data","Pien_2020",NA
2011-03-06,NA,11.1583333333333,11.7,10.8,0.274917642476665,2.46378768463031,24,"LIB","data","Pien_2020",NA
2011-03-07,NA,11.3791666666667,12.3,11,0.359926522292086,3.1630305877005,24,"LIB","data","Pien_2020",NA
2011-03-08,NA,11.7666666666667,13.1,11.3,0.497530131634314,4.22830140199134,24,"LIB","data","Pien_2020",NA
2011-03-09,NA,12.2583333333333,13.6,11.8,0.431293974863576,3.51837369025351,24,"LIB","data","Pien_2020",NA
2011-03-10,NA,12.5375,12.9,12.3,0.206587926628279,1.64776013262835,8,"LIB","data","Pien_2020",NA
2011-03-11,NA,12.41875,13.3,11.6,0.473594411566128,3.8135433241359,16,"LIB","data","Pien_2020",NA
2011-03-12,NA,12.75,13.9,12.1,0.470891845793472,3.69326937877233,24,"LIB","data","Pien_2020",NA
2011-03-13,NA,13.0083333333333,14,12.5,0.404234829154353,3.10750669433199,24,"LIB","data","Pien_2020",NA
2011-03-14,NA,13.0875,13.9,12.6,0.360328955985693,2.75322984516288,24,"LIB","data","Pien_2020",NA
2011-03-15,NA,13.3125,14.6,12.6,0.551135192126215,4.13998266385889,24,"LIB","data","Pien_2020",NA
2011-03-16,NA,13.1125,14.6,12,0.64761267275513,4.93889550242235,24,"LIB","data","Pien_2020",NA
2011-03-17,NA,12.7541666666667,14.5,11.7,0.771209759244282,6.04672793919071,24,"LIB","data","Pien_2020",NA
2011-03-18,NA,12.0083333333333,13.9,10.7,0.861705420595727,7.17589524437802,24,"LIB","data","Pien_2020",NA
2011-03-19,NA,11.2083333333333,12.5,10.2,0.55082283640155,4.91440448834097,24,"LIB","data","Pien_2020",NA
2011-03-20,NA,10.5125,11.3,9.8,0.41316645766462,3.93023978753503,24,"LIB","data","Pien_2020",NA
2011-03-21,NA,10.2458333333333,10.5,9.8,0.184105750959148,1.79688410858868,24,"LIB","data","Pien_2020",NA
2011-03-22,NA,10.4125,10.8,10.1,0.20496553262736,1.96845649582098,24,"LIB","data","Pien_2020",NA
2011-03-23,NA,10.8666666666667,11.2,10.5,0.237132629677931,2.1822021136006,24,"LIB","data","Pien_2020",NA
2011-03-24,NA,10.4375,10.8,9.9,0.307602934344572,2.9470939817444,24,"LIB","data","Pien_2020",NA
2011-03-25,NA,9.52083333333333,9.9,9.2,0.26699481621196,2.80432192082583,24,"LIB","data","Pien_2020",NA
2011-03-26,NA,9.99166666666667,10.2,9.8,0.131601066028015,1.31710825048889,24,"LIB","data","Pien_2020",NA
2011-03-27,NA,10.0708333333333,10.4,9.8,0.215646987431788,2.14130231624448,24,"LIB","data","Pien_2020",NA
2011-03-28,NA,10.5291666666667,11.1,10.1,0.272634755937184,2.58932890482485,24,"LIB","data","Pien_2020",NA
2011-03-29,NA,11.3541666666667,12,10.9,0.300693642544478,2.64831098020825,24,"LIB","data","Pien_2020",NA
2011-03-30,NA,12.5708333333333,13.2,12.2,0.266179355464248,2.1174360394902,24,"LIB","data","Pien_2020",NA
2011-03-31,NA,13.9291666666667,14.7,13.4,0.294114982937636,2.1115045140602,24,"LIB","data","Pien_2020",NA
2011-04-01,NA,15.1875,15.7,14.7,0.255908441507471,1.68499385354713,24,"LIB","data","Pien_2020",NA
2011-04-02,NA,16.1041666666667,16.9,15.5,0.431860652512365,2.68167028726954,24,"LIB","data","Pien_2020",NA
2011-04-03,NA,15.275,16.6,13.9,0.896490742938215,5.86900650041385,24,"LIB","data","Pien_2020",NA
2011-04-04,NA,14.2458333333333,14.8,13.9,0.271836214541462,1.90818050570199,24,"LIB","data","Pien_2020",NA
2011-04-05,NA,15.0666666666667,15.7,14.2,0.499274836456676,3.31377103842926,24,"LIB","data","Pien_2020",NA
2011-04-06,NA,15.65,16.3,14.9,0.440355587540639,2.8137737223044,24,"LIB","data","Pien_2020",NA
2011-04-07,NA,14.9416666666667,15.6,14.3,0.408514452585235,2.73406214780972,24,"LIB","data","Pien_2020",NA
2011-04-08,NA,13.6,14.2,13,0.4,2.94117647058824,24,"LIB","data","Pien_2020",NA
2011-04-09,NA,13.7416666666667,14.7,13.2,0.363457630646768,2.64493121149861,24,"LIB","data","Pien_2020",NA
2011-04-10,NA,14.025,15,13.2,0.477538980881006,3.40491251965067,24,"LIB","data","Pien_2020",NA
2011-04-11,NA,14.2,15.1,13.2,0.47731131031699,3.36134725575345,24,"LIB","data","Pien_2020",NA
2011-04-12,NA,14.275,15.4,13.5,0.533446545954985,3.73692851807345,24,"LIB","data","Pien_2020",NA
2011-04-13,NA,14.2,15.4,13.3,0.630389803492907,4.43936481333033,24,"LIB","data","Pien_2020",NA
2011-04-14,NA,14.0041666666667,14.9,13.4,0.444756080356967,3.17588394185278,24,"LIB","data","Pien_2020",NA
2011-04-15,NA,14.0333333333333,14.7,13.5,0.385234729874462,2.74514059292965,24,"LIB","data","Pien_2020",NA
2011-04-16,NA,14.5333333333333,15.4,13.9,0.489602027086833,3.36882128729472,24,"LIB","data","Pien_2020",NA
2011-04-17,NA,15.225,16.9,14.3,0.696107188147992,4.57213259867318,24,"LIB","data","Pien_2020",NA
2011-04-18,NA,15.625,17.1,14.8,0.667409006987991,4.27141764472314,24,"LIB","data","Pien_2020",NA
2011-04-19,NA,15.9,17.2,15.1,0.622756844166743,3.91670971174053,24,"LIB","data","Pien_2020",NA
2011-04-20,NA,15.9416666666667,17.5,15.1,0.652697857169474,4.09428870153355,24,"LIB","data","Pien_2020",NA
2011-04-21,NA,15.7166666666667,17.5,14.8,0.709970401505931,4.51730902336753,24,"LIB","data","Pien_2020",NA
2011-04-22,NA,15.7958333333333,17.1,14.7,0.669509337965639,4.23851862600246,24,"LIB","data","Pien_2020",NA
2011-04-23,NA,15.475,17.7,14.5,0.743815077532862,4.80655946709442,24,"LIB","data","Pien_2020",NA
2011-04-24,NA,15.1708333333333,17.3,14.5,0.785454267158249,5.17739698209227,24,"LIB","data","Pien_2020",NA
2011-04-25,NA,16.1285714285714,17.5,14.6,1.132422603263,7.02122074653765,7,"LIB","data","Pien_2020",NA
2011-04-27,NA,14.8882352941176,15.6,14.4,0.396677376688501,2.66436799830285,17,"LIB","data","Pien_2020",NA
2011-04-28,NA,15.2041666666667,16.9,14.3,0.774304269295524,5.09271100660251,24,"LIB","data","Pien_2020",NA
2011-04-29,NA,14.9916666666667,16.2,14.3,0.495121124106245,3.30264229531681,24,"LIB","data","Pien_2020",NA
2011-04-30,NA,14.4458333333333,15.2,13.9,0.452028439531107,3.12912678071721,24,"LIB","data","Pien_2020",NA
2011-05-01,NA,14.1541666666667,14.6,13.8,0.263717844389179,1.86318170896094,24,"LIB","data","Pien_2020",NA
2011-05-02,NA,14.5208333333333,15.6,14.1,0.381050226823603,2.62416225072208,24,"LIB","data","Pien_2020",NA
2011-05-03,NA,14.875,15.5,14.5,0.306806836270981,2.06256696652761,24,"LIB","data","Pien_2020",NA
2011-05-04,NA,15.3291666666667,16.7,14.9,0.470410705537255,3.06872979964504,24,"LIB","data","Pien_2020",NA
2011-05-05,NA,15.9291666666667,17.4,15.5,0.564515310892348,3.54390987743038,24,"LIB","data","Pien_2020",NA
2011-05-06,NA,16.3916666666667,17.7,15.9,0.470814896394184,2.87228203189131,24,"LIB","data","Pien_2020",NA
2011-05-07,NA,16.4708333333333,17.4,15.9,0.393953392373157,2.39182428964224,24,"LIB","data","Pien_2020",NA
2011-05-08,NA,16.2958333333333,17.1,15.8,0.302854774591311,1.85847982362349,24,"LIB","data","Pien_2020",NA
2011-05-09,NA,16.0916666666667,16.7,15.8,0.284248309492379,1.7664317524125,24,"LIB","data","Pien_2020",NA
2011-05-10,NA,16.1208333333333,17.7,15.6,0.512435927419365,3.17871859862103,24,"LIB","data","Pien_2020",NA
2011-05-11,NA,16.1,17.9,15.6,0.63929308785088,3.97076452081292,24,"LIB","data","Pien_2020",NA
2011-05-12,NA,16.1875,17.2,15.8,0.48839800234609,3.01713051642372,24,"LIB","data","Pien_2020",NA
2011-05-13,NA,16.4208333333333,17.6,15.8,0.455859595724926,2.77610512494246,24,"LIB","data","Pien_2020",NA
2011-05-14,NA,16.0708333333333,17.2,15.5,0.502583903154632,3.12730455683463,24,"LIB","data","Pien_2020",NA
2011-05-15,NA,15.5041666666667,16.1,15.3,0.252774459817901,1.6303646964874,24,"LIB","data","Pien_2020",NA
2011-05-16,NA,15.2333333333333,15.6,14.8,0.211961166801573,1.39142997900376,24,"LIB","data","Pien_2020",NA
2011-05-17,NA,14.5958333333333,15.1,14.2,0.245798020062544,1.68402868441366,24,"LIB","data","Pien_2020",NA
2011-05-18,NA,14.2458333333333,15.1,13.9,0.327014381636498,2.2955089673226,24,"LIB","data","Pien_2020",NA
2011-05-19,NA,14.4666666666667,16.1,13.9,0.573067009259344,3.96129269073279,24,"LIB","data","Pien_2020",NA
2011-05-20,NA,14.8583333333333,16.3,14.2,0.604272229658316,4.0668910577116,24,"LIB","data","Pien_2020",NA
2011-05-21,NA,15.55,17.3,14.9,0.585327853132049,3.76416625808392,24,"LIB","data","Pien_2020",NA
2011-05-22,NA,16.1416666666667,17.1,15.6,0.395536692814104,2.45040800917359,24,"LIB","data","Pien_2020",NA
2011-05-23,NA,16.4,17.8,16,0.469967621456406,2.86565622839272,24,"LIB","data","Pien_2020",NA
2011-05-24,NA,16.6625,17.4,16.3,0.363333000930575,2.18054314136879,24,"LIB","data","Pien_2020",NA
2011-05-25,NA,16.8083333333333,17.9,16.5,0.382118427655122,2.27338677831506,24,"LIB","data","Pien_2020",NA
2011-05-26,NA,16.45,17.1,16.2,0.284375746535093,1.72872794246257,24,"LIB","data","Pien_2020",NA
2011-05-27,NA,16.5083333333333,17.4,16.2,0.375229398434178,2.27296960182238,24,"LIB","data","Pien_2020",NA
2011-05-28,NA,16.1583333333333,17.2,15.8,0.410637538963253,2.54133598120631,24,"LIB","data","Pien_2020",NA
2011-05-29,NA,15.8208333333333,16.2,15.6,0.1864523873637,1.17852443948612,24,"LIB","data","Pien_2020",NA
2011-05-30,NA,15.8666666666667,16.3,15.5,0.254808822908243,1.60593795950573,24,"LIB","data","Pien_2020",NA
2011-05-31,NA,15.7833333333333,16.1,15.6,0.168540194320077,1.067836500444,24,"LIB","data","Pien_2020",NA
2011-06-01,NA,15.7041666666667,16.3,15.4,0.238617697996401,1.51945469671362,24,"LIB","data","Pien_2020",NA
2011-06-02,NA,15.65,16.4,15.3,0.276625629923249,1.76757591005271,24,"LIB","data","Pien_2020",NA
2011-06-03,NA,15.4416666666667,16.2,15,0.302046162130842,1.95604638185111,24,"LIB","data","Pien_2020",NA
2011-06-04,NA,15.3125,16.1,14.9,0.290894422802142,1.89971867952419,24,"LIB","data","Pien_2020",NA
2011-06-05,NA,15.3916666666667,16.9,14.9,0.495121124106245,3.2168129340958,24,"LIB","data","Pien_2020",NA
2011-06-06,NA,15.425,16.4,14.9,0.357831633957745,2.31981610345377,24,"LIB","data","Pien_2020",NA
2011-06-07,NA,15.6583333333333,17.5,15.1,0.604991316262988,3.86370186011488,24,"LIB","data","Pien_2020",NA
2011-06-08,NA,16.2541666666667,17.9,15.7,0.661341960263974,4.06875340844281,24,"LIB","data","Pien_2020",NA
2011-06-09,NA,16.7285714285714,18.1,15.9,0.8938946353165,5.34352045022673,7,"LIB","data","Pien_2020",NA
2011-06-10,NA,17.1117647058824,18.1,16.6,0.453985617807955,2.65306136223281,17,"LIB","data","Pien_2020",NA
2011-06-11,NA,17.65,20.1,17,0.724718836035291,4.10605572824528,24,"LIB","data","Pien_2020",NA
2011-06-12,NA,17.6958333333333,18.9,17.2,0.461075459887148,2.60555946251272,24,"LIB","data","Pien_2020",NA
2011-06-13,NA,18.0541666666667,18.8,17.6,0.352604183391133,1.95303494146946,24,"LIB","data","Pien_2020",NA
2011-06-14,NA,18.525,19.6,18,0.47479972894758,2.56302147879935,24,"LIB","data","Pien_2020",NA
2011-06-15,NA,19.1458333333333,21.2,18.5,0.646044261955632,3.37433346832104,24,"LIB","data","Pien_2020",NA
2011-06-16,NA,19.3333333333333,21.1,18.7,0.570786388633503,2.95234338948363,24,"LIB","data","Pien_2020",NA
2011-06-17,NA,19.075,20.1,18.4,0.496290588089365,2.60178552078304,24,"LIB","data","Pien_2020",NA
2011-06-18,NA,18.8666666666667,20.5,18.1,0.565429168797946,2.99697439292197,24,"LIB","data","Pien_2020",NA
2011-06-19,NA,18.9333333333333,20.4,18,0.639746326537981,3.3789418655175,24,"LIB","data","Pien_2020",NA
2011-06-20,NA,19.2625,22,18.4,0.866684085666644,4.49933334544656,24,"LIB","data","Pien_2020",NA
2011-06-21,NA,20,23,19.2,1.0770329614269,5.3851648071345,24,"LIB","data","Pien_2020",NA
2011-06-22,NA,20.3375,22.8,19.6,0.929147575679614,4.56864204390714,24,"LIB","data","Pien_2020",NA
2011-06-23,NA,20.325,23.3,19.6,0.874891297595705,4.30450822925316,24,"LIB","data","Pien_2020",NA
2011-06-24,NA,20.1791666666667,22.1,19.6,0.671130886390029,3.32586026705775,24,"LIB","data","Pien_2020",NA
2011-06-25,NA,19.9291666666667,21.7,19.3,0.638257932505188,3.20263231865451,24,"LIB","data","Pien_2020",NA
2011-06-26,NA,19.7166666666667,20.8,19.3,0.453648654190967,2.30083848279442,24,"LIB","data","Pien_2020",NA
2011-06-27,NA,19.8375,20.7,19.4,0.398707149803396,2.00986590953193,24,"LIB","data","Pien_2020",NA
2011-06-28,NA,19.625,20.3,19.1,0.277018285379833,1.41155814206284,24,"LIB","data","Pien_2020",NA
2011-06-29,NA,18.95,19.3,18.7,0.21058923544891,1.11128884141905,24,"LIB","data","Pien_2020",NA
2011-06-30,NA,18.8708333333333,19.8,18.4,0.367694540838342,1.94848067567238,24,"LIB","data","Pien_2020",NA
2011-07-01,NA,18.9333333333333,20.4,18.2,0.595392940521794,3.14468102388271,24,"LIB","data","Pien_2020",NA
2011-07-02,NA,19.525,22,18.7,0.866903535077828,4.43996688900296,24,"LIB","data","Pien_2020",NA
2011-07-03,NA,20.2875,22.5,19.6,0.84868824613661,4.18330620400054,24,"LIB","data","Pien_2020",NA
2011-07-04,NA,21.1958333333333,23.7,20.6,0.784346400107962,3.70047446483017,24,"LIB","data","Pien_2020",NA
2011-07-05,NA,21.8166666666667,24,21.2,0.774409545994583,3.54962358744652,24,"LIB","data","Pien_2020",NA
2011-07-06,NA,22.2041666666667,23.9,21.5,0.587906504446935,2.64773055108397,24,"LIB","data","Pien_2020",NA
2011-07-07,NA,21.9708333333333,23.2,21.2,0.535260332164084,2.43623136202125,24,"LIB","data","Pien_2020",NA
2011-07-08,NA,22.1125,24,21.5,0.699262033363994,3.16229297168567,24,"LIB","data","Pien_2020",NA
2011-07-09,NA,21.9666666666667,24.3,21.4,0.632913667212937,2.88124582949743,24,"LIB","data","Pien_2020",NA
2011-07-10,NA,21.4708333333333,22.8,20.9,0.474093337596747,2.20808074952881,24,"LIB","data","Pien_2020",NA
2011-07-11,NA,21.1458333333333,22.2,20.6,0.443287291932,2.09633399140256,24,"LIB","data","Pien_2020",NA
2011-07-12,NA,20.65,21.1,20.2,0.303601569566889,1.47022551848372,24,"LIB","data","Pien_2020",NA
2011-07-13,NA,20.3541666666667,20.6,19.9,0.26371784438918,1.29564549955789,24,"LIB","data","Pien_2020",NA
2011-07-14,NA,20.1583333333333,20.4,19.8,0.232035729382663,1.15106604075732,24,"LIB","data","Pien_2020",NA
2011-07-15,NA,20.0666666666667,20.3,19.7,0.173622946456486,0.865230630181825,24,"LIB","data","Pien_2020",NA
2011-07-16,NA,19.95,20.2,19.7,0.156037899521099,0.782144859754882,24,"LIB","data","Pien_2020",NA
2011-07-17,NA,20.0375,20.2,19.8,0.117260393995586,0.585204711144535,24,"LIB","data","Pien_2020",NA
2011-07-18,NA,20.0625,20.3,19.8,0.163687135294346,0.815886032619795,24,"LIB","data","Pien_2020",NA
2011-07-19,NA,20.2875,21,20,0.273960485884528,1.35039056505005,24,"LIB","data","Pien_2020",NA
2011-07-20,NA,20.9125,22.3,20.6,0.491061405883038,2.34817169579456,24,"LIB","data","Pien_2020",NA
2011-07-21,NA,21.4833333333333,22.9,21.1,0.507908470585748,2.36419769085685,24,"LIB","data","Pien_2020",NA
2011-07-22,NA,21.7291666666667,22.9,21.4,0.375880608550186,1.72984364433451,24,"LIB","data","Pien_2020",NA
2011-07-23,NA,21.85,22.6,21.4,0.30503029072679,1.39601963719354,24,"LIB","data","Pien_2020",NA
2011-07-24,NA,21.6791666666667,22.7,21.1,0.348885388763636,1.60931180671291,24,"LIB","data","Pien_2020",NA
2011-07-25,NA,21.3125,22.1,20.6,0.429673789306948,2.01606470056046,24,"LIB","data","Pien_2020",NA
2011-07-26,NA,21.2375,21.8,20.7,0.3018961814065,1.42152410315009,24,"LIB","data","Pien_2020",NA
2011-07-27,NA,21.5625,21.9,21.2,0.218318674140031,1.01249240180884,24,"LIB","data","Pien_2020",NA
2011-07-28,NA,21.8708333333333,22.2,21.5,0.205318769481626,0.938778904088214,24,"LIB","data","Pien_2020",NA
2011-07-29,NA,21.9,22.2,21.4,0.273464090322024,1.24869447635628,24,"LIB","data","Pien_2020",NA
2011-07-30,NA,21.6208333333333,22.1,21.1,0.282810685897777,1.30804711149483,24,"LIB","data","Pien_2020",NA
2011-07-31,NA,21.3375,21.7,20.9,0.255057538265559,1.19534874406823,24,"LIB","data","Pien_2020",NA
2011-08-01,NA,21.1541666666667,21.6,20.7,0.263717844389179,1.2466472848809,24,"LIB","data","Pien_2020",NA
2011-08-02,NA,21.125,21.5,20.7,0.217195564051106,1.02814468189873,24,"LIB","data","Pien_2020",NA
2011-08-03,NA,21.3625,21.7,20.9,0.214298653853631,1.00315344109365,24,"LIB","data","Pien_2020",NA
2011-08-04,NA,21.4041666666667,21.8,20.7,0.292632974852484,1.36717761270384,24,"LIB","data","Pien_2020",NA
2011-08-05,NA,21.4041666666667,21.9,20.6,0.380479293462368,1.77759451880414,24,"LIB","data","Pien_2020",NA
2011-08-06,NA,21.6625,22.4,20.9,0.339836917410075,1.56877976877127,24,"LIB","data","Pien_2020",NA
2011-08-07,NA,21.6041666666667,22.2,20.9,0.390628442013821,1.80811622147188,24,"LIB","data","Pien_2020",NA
2011-08-08,NA,21.4916666666667,22.2,20.8,0.396634391574546,1.84552644392964,24,"LIB","data","Pien_2020",NA
2011-08-09,NA,21.5291666666667,22.1,20.9,0.339410187475743,1.57651335386449,24,"LIB","data","Pien_2020",NA
2011-08-10,NA,21.7041666666667,22.1,21.3,0.225502659131466,1.03898326342008,24,"LIB","data","Pien_2020",NA
2011-08-11,NA,21.7083333333333,22.1,21.1,0.311959677810627,1.43705033924281,24,"LIB","data","Pien_2020",NA
2011-08-12,NA,21.5708333333333,21.8,21.1,0.249310643778899,1.15577659855005,24,"LIB","data","Pien_2020",NA
2011-08-13,NA,21.7958333333333,22.1,21.6,0.13666578295932,0.627027105911619,24,"LIB","data","Pien_2020",NA
