"","date","yolo_dayflow","sac_dayflow","height_sac","inund_days","inundation"
"3252",1993-11-22,25,12200,15.16,0,0
"3253",1993-11-23,25,12500,15.16,0,0
"3254",1993-11-24,25,12100,15.09,0,0
"3255",1993-11-25,25,12000,15.12,0,0
"3256",1993-11-26,25,12000,15.17,0,0
"3257",1993-11-27,25,12000,15.19,0,0
"3258",1993-11-28,25,11800,15.21,0,0
"3259",1993-11-29,25,12500,15.34,0,0
"3260",1993-11-30,25,14500,15.76,0,0
"3261",1993-12-01,25,14200,15.78,0,0
"3262",1993-12-02,25,14200,16.43,0,0
"3263",1993-12-03,25,14400,16.32,0,0
"3264",1993-12-04,25,14200,16.14,0,0
"3265",1993-12-05,25,14800,16.32,0,0
"3266",1993-12-06,25,15700,16.6,0,0
"3267",1993-12-07,25,16700,16.94,0,0
"3268",1993-12-08,25,17900,17.55,0,0
"3269",1993-12-09,25,21100,18.4,0,0
"3270",1993-12-10,25,22700,19.59,0,0
"3271",1993-12-11,25,25400,19.89,0,0
"3272",1993-12-12,25,26300,19.83,0,0
"3273",1993-12-13,25,26000,21.25,0,0
"3274",1993-12-14,25,27600,21.37,0,0
"3275",1993-12-15,25,27000,21.75,0,0
"3276",1993-12-16,25,27900,22.91,0,0
"3277",1993-12-17,25,27600,22.73,0,0
"3278",1993-12-18,25,25000,21.23,0,0
"3279",1993-12-19,25,22800,19.98,0,0
"3280",1993-12-20,25,21300,19.18,0,0
"3281",1993-12-21,25,19800,18.53,0,0
"3282",1993-12-22,25,19700,18.38,0,0
"3283",1993-12-23,25,20100,18.5,0,0
"3284",1993-12-24,25,20200,18.48,0,0
"3285",1993-12-25,25,19700,18.31,0,0
"3286",1993-12-26,25,19300,18.27,0,0
"3287",1993-12-27,25,19200,18.18,0,0
"3288",1993-12-28,25,18800,17.91,0,0
"3289",1993-12-29,25,18000,17.6,0,0
"3290",1993-12-30,25,16900,17.24,0,0
"3291",1993-12-31,25,16100,16.88,0,0
"3292",1994-01-01,25,15400,16.5,0,0
"3293",1994-01-02,25,14800,16.22,0,0
"3294",1994-01-03,25,14200,15.98,0,0
"3295",1994-01-04,25,13800,15.85,0,0
"3296",1994-01-05,25,13600,15.87,0,0
"3297",1994-01-06,25,13300,15.78,0,0
"3298",1994-01-07,25,12800,15.68,0,0
"3299",1994-01-08,25,12400,15.62,0,0
"3300",1994-01-09,25,12400,15.63,0,0
"3301",1994-01-10,25,12600,15.56,0,0
"3302",1994-01-11,25,12500,15.43,0,0
"3303",1994-01-12,25,12400,15.36,0,0
"3304",1994-01-13,25,11900,15.17,0,0
"3305",1994-01-14,25,11700,15.01,0,0
"3306",1994-01-15,25,11600,14.88,0,0
"3307",1994-01-16,25,11800,14.92,0,0
"3308",1994-01-17,25,11900,14.92,0,0
"3309",1994-01-18,25,11800,15.13,0,0
"3310",1994-01-19,25,12200,15.2,0,0
"3311",1994-01-20,25,12200,15.2,0,0
"3312",1994-01-21,25,12200,15.19,0,0
"3313",1994-01-22,25,11900,15.11,0,0
"3314",1994-01-23,25,11800,15.19,0,0
"3315",1994-01-24,25,13200,15.79,0,0
"3316",1994-01-25,25,15900,19.18,0,0
"3317",1994-01-26,25,21800,21.28,0,0
"3318",1994-01-27,25,24000,21.28,0,0
"3319",1994-01-28,25,22100,20.41,0,0
"3320",1994-02-01,19,14200,16.2,0,0
"3321",1994-02-02,16,13200,15.68,0,0
"3322",1994-02-03,16,12600,15.43,0,0
"3323",1994-02-04,16,12300,15.32,0,0
"3324",1994-02-05,16,12000,15.18,0,0
"3325",1994-02-06,16,11900,15.2,0,0
"3326",1994-02-07,140,13400,16.49,0,0
"3327",1994-02-08,16,19900,23.7,0,0
"3328",1994-02-09,1166,29800,24.93,0,0
"3329",1994-02-10,1686,29900,24.57,0,0
"3330",1994-02-11,16,26400,22.53,0,0
"3331",1994-02-12,16,23800,21.5,0,0
"3332",1994-02-13,16,23400,21.5,0,0
"3333",1994-02-14,16,21500,20.02,0,0
"3334",1994-02-15,16,19200,18.77,0,0
"3335",1994-02-16,16,17300,18,0,0
"3336",1994-02-17,16,16200,17.36,0,0
"3337",1994-02-18,16,17100,18.41,0,0
"3338",1994-02-19,69,19400,21.13,0,0
"3339",1994-02-20,180,23500,21.28,0,0
"3340",1994-02-21,35,25000,24.2,0,0
"3341",1994-02-22,1326,28900,24.43,0,0
"3342",1994-02-23,1356,28200,23.74,0,0
"3343",1994-02-24,16,25500,22.42,0,0
"3344",1994-02-25,16,22900,21.07,0,0
"3345",1994-02-26,16,20800,19.83,0,0
"3346",1994-02-27,16,19200,18.95,0,0
"3347",1994-02-28,16,18000,18.32,0,0
"3348",1994-03-01,23,18100,18.92,0,0
"3349",1994-03-02,26,18400,18.85,0,0
"3350",1994-03-03,21,17500,18.21,0,0
"3351",1994-03-04,20,17200,17.88,0,0
"3352",1994-03-05,20,16500,17.66,0,0
"3353",1994-03-06,20,16400,17.52,0,0
"3354",1994-03-07,20,16400,17.74,0,0
"3355",1994-03-08,18,16500,17.74,0,0
"3356",1994-03-09,17,15900,17.44,0,0
"3357",1994-03-10,17,15000,17.08,0,0
"3358",1994-03-11,16,14800,16.69,0,0
"3359",1994-03-12,15,14000,16.39,0,0
"3360",1994-03-13,15,13600,16.28,0,0
"3361",1994-03-14,15,13400,16.22,0,0
"3362",1994-03-15,15,12900,15.96,0,0
"3363",1994-03-16,15,13000,15.78,0,0
"3364",1994-03-17,15,12600,15.6,0,0
"3365",1994-03-18,15,12000,15.63,0,0
"3366",1994-03-19,15,12900,15.98,0,0
"3367",1994-03-20,15,12800,15.86,0,0
"3368",1994-03-21,15,12000,15.37,0,0
"3369",1994-03-22,15,11500,15.06,0,0
"3370",1994-03-23,15,11800,14.93,0,0
"3371",1994-03-24,15,11100,14.63,0,0
"3372",1994-03-25,20,10900,14.55,0,0
"3373",1994-03-26,26,10900,14.53,0,0
"3374",1994-03-27,26,10600,14.33,0,0
"3375",1994-03-28,26,9520,14.12,0,0
"3376",1994-03-29,26,10000,13.92,0,0
"3377",1994-03-30,26,9630,13.77,0,0
"3378",1994-03-31,26,9430,13.47,0,0
"3379",1994-04-01,41,9390,13.78,0,0
"3380",1994-04-02,46,9790,13.77,0,0
"3381",1994-04-03,46,9900,13.76,0,0
"3382",1994-04-04,44,9640,13.75,0,0
"3383",1994-04-05,40,8710,13.34,0,0
"3384",1994-04-06,38,8360,13.41,0,0
"3385",1994-04-07,35,8600,13.38,0,0
"3386",1994-04-08,35,8010,13.16,0,0
"3387",1994-04-09,31,8130,13.29,0,0
"3388",1994-04-10,30,8440,13.28,0,0
"3389",1994-04-11,28,8460,13.78,0,0
"3390",1994-04-12,25,8650,13.8,0,0
"3391",1994-04-13,25,8400,13.49,0,0
"3392",1994-04-14,28,8550,13.25,0,0
"3393",1994-04-15,31,7810,12.82,0,0
"3394",1994-04-16,42,7350,12.47,0,0
"3395",1994-04-17,46,7610,12.24,0,0
"3396",1994-04-18,46,7170,12.24,0,0
"3397",1994-04-19,43,7480,12.34,0,0
"3398",1994-04-20,40,7760,12.52,0,0
"3399",1994-04-21,40,7910,12.62,0,0
"3400",1994-04-22,40,7830,12.77,0,0
"3401",1994-04-23,36,7880,12.87,0,0
"3402",1994-04-24,35,7890,12.84,0,0
"3403",1994-04-25,33,7400,12.96,0,0
"3404",1994-04-26,30,8340,13,0,0
"3405",1994-04-27,29,8890,13,0,0
"3406",1994-04-28,30,9900,13,0,0
"3407",1994-04-29,30,9540,13,0,0
"3408",1994-04-30,30,9260,13,0,0
"3409",1994-05-02,33,8060,12.99,0,0
"3410",1994-05-03,33,8250,12.99,0,0
"3411",1994-05-04,33,8170,13.31,0,0
"3412",1994-05-05,33,8030,13.08,0,0
"3413",1994-05-06,33,7580,12.86,0,0
"3414",1994-05-07,33,8970,13.59,0,0
"3415",1994-05-08,33,9240,14.78,0,0
"3416",1994-05-09,29,10900,15.38,0,0
"3417",1994-05-10,25,11400,15.36,0,0
"3418",1994-05-11,25,10800,15.12,0,0
"3419",1994-05-12,25,10600,15.1,0,0
"3420",1994-05-13,27,9980,14.85,0,0
"3421",1994-05-14,31,9380,15.08,0,0
"3422",1994-05-15,33,10300,15.06,0,0
"3423",1994-05-16,33,9670,14.73,0,0
"3424",1994-05-17,33,9500,14.23,0,0
"3425",1994-05-18,33,8490,13.73,0,0
"3426",1994-05-19,33,8000,13.32,0,0
"3427",1994-05-20,33,7510,13.1,0,0
"3428",1994-05-21,33,7450,13.31,0,0
"3429",1994-05-22,33,7970,14.11,0,0
"3430",1994-05-23,33,8400,14.11,0,0
"3431",1994-05-24,33,8700,13.56,0,0
"3432",1994-05-25,33,9150,13.81,0,0
"3433",1994-05-26,33,9600,14.24,0,0
"3434",1994-05-27,33,9260,14.33,0,0
"3435",1994-05-28,33,8610,14.18,0,0
"3436",1994-05-29,33,8030,13.59,0,0
"3437",1994-05-30,33,7190,13.09,0,0
"3438",1994-05-31,33,6630,12.92,0,0
"3439",1994-06-01,33,7680,13.39,0,0
"3440",1994-06-02,33,7710,13.52,0,0
"3441",1994-06-03,33,7420,13.53,0,0
"3442",1994-06-04,33,7040,13.26,0,0
"3443",1994-06-05,33,6390,12.75,0,0
"3444",1994-06-06,33,6120,12.08,0,0
"3445",1994-06-07,33,6610,12.14,0,0
"3446",1994-06-08,33,6800,12.19,0,0
"3447",1994-06-09,33,7260,12.33,0,0
"3448",1994-06-10,33,7140,12.31,0,0
"3449",1994-06-11,33,6970,12.71,0,0
"3450",1994-06-12,33,7560,12.84,0,0
"3451",1994-06-13,33,7720,12.81,0,0
"3452",1994-06-14,39,8240,12.86,0,0
"3453",1994-06-15,43,7750,12.76,0,0
"3454",1994-06-16,43,7610,12.41,0,0
"3455",1994-06-17,43,8130,12.55,0,0
"3456",1994-06-18,35,8680,12.92,0,0
"3457",1994-06-19,33,8980,13.35,0,0
"3458",1994-06-20,33,9130,13.49,0,0
"3459",1994-06-21,33,9070,13.47,0,0
"3460",1994-06-22,33,8600,13.42,0,0
"3461",1994-06-23,33,9010,13.49,0,0
"3462",1994-06-24,33,9090,13.53,0,0
"3463",1994-06-25,33,9000,13.59,0,0
"3464",1994-06-26,33,9620,13.67,0,0
"3465",1994-06-27,33,9430,13.75,0,0
"3466",1994-06-28,33,9480,13.78,0,0
"3467",1994-06-29,33,9270,13.83,0,0
"3468",1994-06-30,33,9220,13.83,0,0
"3469",1994-07-02,38,9150,13.69,0,0
"3470",1994-07-03,34,9460,13.85,0,0
"3471",1994-07-04,33,9890,13.88,0,0
"3472",1994-07-05,33,10200,13.92,0,0
"3473",1994-07-06,43,10200,13.99,0,0
"3474",1994-07-07,43,10900,14.69,0,0
"3475",1994-07-08,43,13000,15.16,0,0
"3476",1994-07-09,39,14700,15.75,0,0
"3477",1994-07-10,33,15000,15.92,0,0
"3478",1994-07-11,33,14600,16.11,0,0
"3479",1994-07-12,33,14300,16.29,0,0
"3480",1994-07-13,33,14200,16.36,0,0
"3481",1994-07-14,33,14000,16.27,0,0
"3482",1994-07-15,33,13800,16.4,0,0
"3483",1994-07-16,33,14200,16.36,0,0
"3484",1994-07-17,33,13800,16.19,0,0
"3485",1994-07-18,33,12900,15.91,0,0
"3486",1994-07-19,33,11900,15.6,0,0
"3487",1994-07-20,33,11400,15.38,0,0
"3488",1994-07-21,33,10900,15.2,0,0
"3489",1994-07-22,33,10800,15.27,0,0
"3490",1994-07-23,33,10900,15.29,0,0
"3491",1994-07-24,33,11300,15.26,0,0
"3492",1994-07-25,33,11100,15.24,0,0
"3493",1994-07-26,33,10800,15.19,0,0
"3494",1994-07-27,33,11000,15.23,0,0
"3495",1994-07-28,33,11100,15.2,0,0
"3496",1994-07-31,33,10700,14.89,0,0
"3497",1994-08-01,28,11000,14.92,0,0
"3498",1994-08-02,26,11100,14.99,0,0
"3499",1994-08-03,26,11200,15.08,0,0
"3500",1994-08-04,26,11000,14.99,0,0
"3501",1994-08-05,26,10700,14.68,0,0
"3502",1994-08-06,26,10300,14.57,0,0
"3503",1994-08-07,26,10200,14.7,0,0
"3504",1994-08-08,26,10900,14.68,0,0
"3505",1994-08-09,26,10600,14.51,0,0
"3506",1994-08-10,26,10400,14.35,0,0
"3507",1994-08-11,26,10400,14.6,0,0
"3508",1994-08-12,26,10700,14.73,0,0
"3509",1994-08-13,26,11200,14.79,0,0
"3510",1994-08-14,26,11000,14.61,0,0
"3511",1994-08-15,26,11000,14.56,0,0
"3512",1994-08-16,26,11000,14.66,0,0
"3513",1994-08-17,26,10800,15.2,0,0
"3514",1994-08-18,26,11800,15.31,0,0
"3515",1994-08-19,26,11800,15.2,0,0
"3516",1994-08-20,26,11900,15.76,0,0
"3517",1994-08-21,26,12500,16.35,0,0
"3518",1994-08-22,28,13700,16.56,0,0
"3519",1994-08-23,30,13600,16.67,0,0
"3520",1994-08-24,29,13700,16.8,0,0
"3521",1994-08-25,29,13600,17.13,0,0
"3522",1994-08-26,27,14300,17.42,0,0
"3523",1994-08-27,26,14400,17.49,0,0
"3524",1994-08-28,26,14900,17.63,0,0
"3525",1994-08-29,26,15500,17.68,0,0
"3526",1994-08-30,26,15500,17.9,0,0
"3527",1994-08-31,26,15800,17.99,0,0
"3528",1994-09-01,24,15900,18.11,0,0
"3529",1994-09-02,24,15800,18.33,0,0
"3530",1994-09-03,26,16500,18.52,0,0
"3531",1994-09-04,29,16800,18.8,0,0
"3532",1994-09-05,30,16900,18.75,0,0
"3533",1994-09-06,39,16400,18.42,0,0
"3534",1994-09-07,26,15900,18.07,0,0
"3535",1994-09-08,26,15700,18.16,0,0
"3536",1994-09-09,26,16200,18.19,0,0
"3537",1994-09-10,26,15700,17.8,0,0
"3538",1994-09-11,26,15600,17.63,0,0
"3539",1994-09-12,26,15500,17.54,0,0
"3540",1994-09-13,26,15200,17.47,0,0
"3541",1994-09-14,26,15600,17.58,0,0
"3542",1994-09-15,26,15100,17.32,0,0
"3543",1994-09-16,26,14700,17.25,0,0
"3544",1994-09-17,27,14400,17.36,0,0
"3545",1994-09-18,28,14700,17.23,0,0
"3546",1994-09-19,28,13800,16.81,0,0
"3547",1994-09-20,28,13000,16.35,0,0
"3548",1994-09-21,27,12700,16.18,0,0
"3549",1994-09-22,26,12700,16.28,0,0
"3550",1994-09-23,26,12900,16.11,0,0
"3551",1994-09-24,26,12200,15.95,0,0
"3552",1994-09-25,26,12300,15.76,0,0
"3553",1994-09-26,26,12000,15.72,0,0
"3554",1994-09-27,26,12200,15.57,0,0
"3555",1994-09-28,26,12300,15.48,0,0
"3556",1994-09-29,26,12000,15.38,0,0
"3557",1994-09-30,26,11700,15.32,0,0
"3558",1994-10-02,26,10300,14.97,0,0
"3559",1994-10-03,26,9550,14.86,0,0
"3560",1994-10-04,26,9980,14.7,0,0
"3561",1994-10-05,26,10600,14.59,0,0
"3562",1994-10-06,25,9790,14.53,0,0
"3563",1994-10-07,24,9550,14.36,0,0
"3564",1994-10-08,24,9280,14.22,0,0
"3565",1994-10-09,24,9000,14.09,0,0
"3566",1994-10-10,24,8810,13.97,0,0
"3567",1994-10-11,24,9410,13.8,0,0
"3568",1994-10-12,24,8850,13.57,0,0
"3569",1994-10-13,24,8690,13.25,0,0
"3570",1994-10-14,24,8020,13.03,0,0
"3571",1994-10-15,24,7830,12.82,0,0
"3572",1994-10-16,24,7060,12.5,0,0
"3573",1994-10-17,24,6960,12.51,0,0
"3574",1994-10-18,24,6940,12.54,0,0
"3575",1994-10-19,24,6930,12.55,0,0
"3576",1994-10-20,24,7210,12.56,0,0
"3577",1994-10-21,24,6970,12.47,0,0
"3578",1994-10-22,24,6850,12.46,0,0
"3579",1994-10-23,24,6740,12.42,0,0
"3580",1994-10-24,24,6820,12.46,0,0
"3581",1994-10-25,23,6970,12.53,0,0
"3582",1994-10-26,23,7730,12.66,0,0
"3583",1994-10-27,24,7780,12.78,0,0
"3584",1994-10-28,24,8080,12.74,0,0
"3585",1994-10-29,24,7580,12.62,0,0
"3586",1994-10-30,24,7640,12.63,0,0
"3587",1994-10-31,24,7090,12.6,0,0
"3588",1994-11-01,25,7460,13.16,0,0
"3589",1994-11-02,25,7720,13.16,0,0
"3590",1994-11-03,25,7180,12.96,0,0
"3591",1994-11-04,25,7780,12.73,0,0
"3592",1994-11-05,25,8180,13.07,0,0
"3593",1994-11-06,25,10500,13.5,0,0
"3594",1994-11-07,25,10700,14.49,0,0
"3595",1994-11-08,25,11300,14.59,0,0
"3596",1994-11-09,25,11100,14.46,0,0
"3597",1994-11-10,25,11900,14.6,0,0
"3598",1994-11-11,25,11600,15.08,0,0
"3599",1994-11-12,25,12000,15.35,0,0
"3600",1994-11-13,25,11800,15.23,0,0
"3601",1994-11-14,25,10900,14.69,0,0
"3602",1994-11-15,25,9890,14.31,0,0
"3603",1994-11-16,25,9980,14.08,0,0
"3604",1994-11-17,25,9310,14.05,0,0
"3605",1994-11-18,25,9830,13.91,0,0
"3606",1994-11-19,25,8910,13.7,0,0
"3607",1994-11-20,25,8730,13.55,0,0
"3608",1994-11-21,25,8440,13.41,0,0
"3609",1994-11-22,25,8260,13.11,0,0
"3610",1994-11-23,25,8020,13.02,0,0
"3611",1994-11-24,25,8020,13.01,0,0
"3612",1994-11-25,25,8620,13.4,0,0
"3613",1994-11-26,25,9790,13.59,0,0
"3614",1994-11-27,25,9700,13.71,0,0
"3615",1994-11-28,25,9350,13.78,0,0
"3616",1994-11-29,25,9090,13.76,0,0
"3617",1994-11-30,25,8600,13.51,0,0
"3618",1994-12-01,25,8350,13.49,0,0
"3619",1994-12-02,25,8550,13.56,0,0
"3620",1994-12-03,25,9710,13.91,0,0
"3621",1994-12-04,25,15400,18.34,0,0
"3622",1994-12-05,25,28300,24.97,0,0
"3623",1994-12-06,25,34600,24.99,0,0
"3624",1994-12-07,25,28500,22.65,0,0
"3625",1994-12-08,25,22300,19.86,0,0
"3626",1994-12-09,25,18700,18.12,0,0
"3627",1994-12-10,25,16000,16.81,0,0
"3628",1994-12-11,25,14600,16.2,0,0
"3629",1994-12-12,25,13900,16.04,0,0
"3630",1994-12-13,25,14300,16.05,0,0
"3631",1994-12-14,25,14500,17.78,0,0
"3632",1994-12-15,25,17700,19.01,0,0
"3633",1994-12-16,25,20000,19.51,0,0
"3634",1994-12-17,25,20400,19.56,0,0
"3635",1994-12-18,25,18600,18.63,0,0
"3636",1994-12-19,25,17300,17.86,0,0
"3637",1994-12-20,25,15500,16.93,0,0
"3638",1994-12-21,25,15100,16.83,0,0
"3639",1994-12-22,25,14100,16.29,0,0
"3640",1994-12-23,25,13200,15.86,0,0
"3641",1994-12-24,25,12800,15.58,0,0
"3642",1994-12-25,25,13000,15.49,0,0
"3643",1994-12-26,25,13300,15.93,0,0
"3644",1994-12-27,35,13300,16.09,0,0
"3645",1994-12-28,20,12700,15.88,0,0
"3646",1994-12-29,20,12700,16.69,0,0
"3647",1994-12-30,20,14700,17.56,0,0
"3648",1994-12-31,20,15400,17.47,0,0
"3649",1995-01-01,20,14300,16.73,0,0
"3650",1995-01-02,20,13500,16.19,0,0
"3651",1995-01-03,20,13400,15.9,0,0
"3652",1995-01-04,372,14700,16.52,0,0
"3653",1995-01-05,163,19900,21.46,0,0
"3654",1995-01-06,20,28600,23.75,0,0
"3655",1995-01-07,1859,30300,23.7,0,0
"3656",1995-01-08,3788,33100,27.49,0,0
"3657",1995-01-09,15156,44200,30.77,0,0
"3658",1995-01-10,25162,66100,35.13,1,1
"3659",1995-01-11,84241,87900,37.34,2,1
"3660",1995-01-12,143020,95700,37.62,3,1
"3661",1995-01-13,129722,91100,37.45,4,1
"3662",1995-01-14,123953,85700,37.03,5,1
"3663",1995-01-15,119562,82400,36.98,6,1
"3664",1995-01-16,103415,80200,36.85,7,1
"3665",1995-01-17,80267,78100,36.53,8,1
"3666",1995-01-18,54286,76700,36.09,9,1
"3667",1995-01-19,36412,74400,35.55,10,1
"3668",1995-01-20,26159,72600,35.1,11,1
"3669",1995-01-21,20811,70500,34.8,12,1
"3670",1995-01-22,18797,69900,34.69,13,1
"3671",1995-01-23,20334,70600,34.67,14,1
"3672",1995-01-24,21323,70900,34.85,15,1
"3673",1995-01-25,26690,71900,35.25,16,1
"3674",1995-01-26,32725,73400,35.45,17,1
"3675",1995-01-27,39641,76600,35.59,18,1
"3676",1995-01-28,43275,91200,35.72,19,1
"3677",1995-01-29,39903,82600,35.68,20,1
"3678",1995-01-30,36022,74300,35.45,21,1
"3679",1995-01-31,37456,73700,35.47,22,1
"3680",1995-02-01,36087,70600,35.48,23,1
"3681",1995-02-02,38042,69400,35.62,24,1
"3682",1995-02-03,42176,75300,35.85,25,1
"3683",1995-02-04,46465,75200,35.9,26,1
"3684",1995-02-05,43556,74900,35.87,27,1
"3685",1995-02-06,36926,73400,35.66,28,1
"3686",1995-02-07,30322,71900,35.42,29,1
"3687",1995-02-08,24659,72200,35.18,30,1
"3688",1995-02-09,20779,71400,34.93,31,1
"3689",1995-02-10,18833,70600,34.82,32,1
"3690",1995-02-11,16285,68800,34.71,33,1
"3691",1995-02-12,13368,67200,34.55,34,1
"3692",1995-02-13,10883,65800,34.38,35,1
"3693",1995-02-14,8076,65200,34.2,36,1
"3694",1995-02-15,5636,64200,33.97,37,1
"3695",1995-02-16,4606,62700,33.54,38,1
"3696",1995-02-17,4266,60100,32.85,39,1
"3697",1995-02-18,4042,56200,31.91,40,1
"3698",1995-02-19,3820,51600,30.13,0,0
"3699",1995-02-20,3280,47800,28.59,0,0
"3700",1995-02-21,2590,44200,27.85,0,0
"3701",1995-02-22,2140,41700,26.79,0,0
"3702",1995-02-23,1860,38300,25.96,0,0
"3703",1995-02-24,1740,36700,25.09,0,0
"3704",1995-02-25,1540,34900,24.31,0,0
"3705",1995-02-26,1240,33800,23.62,0,0
"3706",1995-02-27,1010,32900,23.01,0,0
"3707",1995-02-28,10,32100,22.64,0,0
"3708",1995-03-01,10,31900,22.37,0,0
"3709",1995-03-02,32,32000,22.14,0,0
"3710",1995-03-03,98,34800,23.25,0,0
"3711",1995-03-04,29,46700,26.5,0,0
"3712",1995-03-05,10,53300,27.39,0,0
"3713",1995-03-06,10,51200,27.27,0,0
"3714",1995-03-07,10,46700,26.1,0,0
"3715",1995-03-08,88,45400,25.76,0,0
"3716",1995-03-09,4541,49400,29.15,0,0
"3717",1995-03-10,18805,80100,35.25,1,1
"3718",1995-03-11,96619,99500,37.42,2,1
"3719",1995-03-12,211048,99500,38.55,3,1
"3720",1995-03-13,266562,96100,38.61,4,1
"3721",1995-03-14,257300,88100,38.51,5,1
"3722",1995-03-15,252448,85700,38.44,6,1
"3723",1995-03-16,240945,84400,38.34,7,1
"3724",1995-03-17,221738,84600,38.07,8,1
"3725",1995-03-18,192130,80700,37.74,9,1
"3726",1995-03-19,167098,80000,37.27,10,1
"3727",1995-03-20,151842,80300,37.02,11,1
"3728",1995-03-21,152685,83800,36.9,12,1
"3729",1995-03-22,150247,85400,36.84,13,1
"3730",1995-03-23,165373,87500,37.12,14,1
"3731",1995-03-24,157213,86700,37.06,15,1
"3732",1995-03-25,128234,85400,36.74,16,1
"3733",1995-03-26,98443,85500,36.32,17,1
"3734",1995-03-27,77168,82200,35.73,18,1
"3735",1995-03-28,53095,71700,35.6,19,1
"3736",1995-03-29,39599,70800,35.14,20,1
"3737",1995-03-30,31571,70900,34.88,21,1
"3738",1995-03-31,25514,69300,34.65,22,1
"3739",1995-04-01,21072,67300,34.45,23,1
"3740",1995-04-02,17442,65900,34.25,24,1
"3741",1995-04-03,11911,65300,34.07,25,1
"3742",1995-04-04,8350,62500,33.84,26,1
"3743",1995-04-05,7030,60300,33.47,27,1
"3744",1995-04-06,6320,60500,32.9,28,1
"3745",1995-04-07,5920,58200,32.2,29,1
"3746",1995-04-08,5790,58400,32.58,30,1
"3747",1995-04-09,5630,62400,34.01,31,1
"3748",1995-04-10,8223,65100,34.38,32,1
"3749",1995-04-11,15177,69600,34.44,33,1
"3750",1995-04-12,18611,71500,34.46,34,1
"3751",1995-04-13,19720,72000,34.5,35,1
"3752",1995-04-14,21130,71300,34.54,36,1
"3753",1995-04-15,20020,71000,34.5,37,1
"3754",1995-04-16,19916,70500,34.51,38,1
"3755",1995-04-17,17301,70700,34.44,39,1
"3756",1995-04-18,13487,70000,34.33,40,1
"3757",1995-04-19,8163,69300,34.11,41,1
"3758",1995-04-20,4956,67700,33.86,42,1
"3759",1995-04-21,3150,65800,33.52,43,1
"3760",1995-04-22,1790,62000,32.66,0,0
"3761",1995-04-23,1430,58300,31.38,0,0
"3762",1995-04-24,1290,54000,29.66,0,0
"3763",1995-04-25,1190,48900,27.77,0,0
"3764",1995-04-26,1170,44100,26.18,0,0
"3765",1995-04-27,1150,40700,24.93,0,0
"3766",1995-04-28,1030,38600,23.78,0,0
"3767",1995-04-29,10,43300,25.96,0,0
"3768",1995-04-30,1040,57900,31.25,0,0
"3769",1995-05-01,1160,65900,34.35,1,1
"3770",1995-05-02,23010,78100,35.55,2,1
"3771",1995-05-03,58510,84100,36.01,3,1
"3772",1995-05-04,65510,85400,36.03,4,1
"3773",1995-05-05,56710,87900,35.81,5,1
"3774",1995-05-06,51610,88600,35.7,6,1
"3775",1995-05-07,39610,85400,35.42,7,1
"3776",1995-05-08,30910,84000,35.03,8,1
"3777",1995-05-09,26110,82100,34.84,9,1
"3778",1995-05-10,19910,79500,34.6,10,1
"3779",1995-05-11,12710,77100,34.39,11,1
"3780",1995-05-12,6670,76600,34.23,12,1
"3781",1995-05-13,3180,74100,33.92,13,1
"3782",1995-05-14,1440,72800,33.6,14,1
"3783",1995-05-15,1600,70600,33.01,0,0
"3784",1995-05-16,1860,67200,32.21,0,0
"3785",1995-05-17,1990,62300,31.19,0,0
"3786",1995-05-18,1820,56600,29.51,0,0
"3787",1995-05-19,1490,51900,27.82,0,0
"3788",1995-05-20,1210,47700,26.58,0,0
"3789",1995-05-21,10,46500,25.72,0,0
"3790",1995-05-22,10,43300,25.36,0,0
"3791",1995-05-23,10,42900,25.51,0,0
"3792",1995-05-24,10,41600,25.86,0,0
"3793",1995-05-25,10,39900,26.54,0,0
"3794",1995-05-26,10,41600,27.13,0,0
"3795",1995-05-27,10,44200,27.46,0,0
"3796",1995-05-28,10,44600,27.63,0,0
"3797",1995-05-29,10,45500,27.65,0,0
"3798",1995-05-30,10,45600,27.61,0,0
"3799",1995-05-31,10,45000,27.59,0,0
"3800",1995-06-01,10,44900,27.62,0,0
"3801",1995-06-02,10,45300,27.7,0,0
"3802",1995-06-03,10,45000,27.5,0,0
"3803",1995-06-04,10,43800,27.08,0,0
"3804",1995-06-05,10,43700,27.01,0,0
"3805",1995-06-06,10,44300,27.09,0,0
"3806",1995-06-07,10,43100,26.81,0,0
"3807",1995-06-08,10,41200,26.37,0,0
"3808",1995-06-09,10,39400,25.64,0,0
"3809",1995-06-10,10,38500,25.14,0,0
"3810",1995-06-11,10,36000,24.28,0,0
"3811",1995-06-12,10,34600,23.53,0,0
"3812",1995-06-13,10,34300,23.48,0,0
"3813",1995-06-14,10,33800,23.32,0,0
"3814",1995-06-15,10,34300,23.33,0,0
"3815",1995-06-16,10,35600,24.83,0,0
"3816",1995-06-17,10,40700,25.77,0,0
"3817",1995-06-18,10,43900,25.85,0,0
"3818",1995-06-19,10,42700,25.67,0,0
"3819",1995-06-20,10,41700,25.43,0,0
"3820",1995-06-21,10,40500,25.02,0,0
"3821",1995-06-22,13,38100,24.27,0,0
"3822",1995-06-23,15,37200,23.98,0,0
"3823",1995-06-24,15,34200,23.64,0,0
"3824",1995-06-25,15,33300,23.17,0,0
"3825",1995-06-26,15,32900,23.35,0,0
"3826",1995-06-27,15,34300,23.49,0,0
"3827",1995-06-28,15,36900,23.69,0,0
"3828",1995-06-29,15,37600,23.88,0,0
