doy1998,date,Q_upstream,Q_downstream,inundation,inund_days,inund_factor,Q_yolo,WTmwk_downstream,WTmwk_upstream,WTmwk_yolo,sradmwk_downstream,sradmwk_upstream,sradmwk_yolo
7560,2018-09-12,16200,9660,0,0,none,847,21.10892857142857,20.532351190476188,21.3597871106728,447.67,446.23857142857145,454.43142857142857
7561,2018-09-13,16000,9760,0,0,none,864,21.036309523809514,20.33938988095237,21.267832995286557,429.04857142857145,426.7528571428571,433.87714285714287
7562,2018-09-14,15800,9220,0,0,none,837,20.935714285714273,20.120982142857144,21.15029501293406,420.22714285714284,413.6242857142857,421.8985714285714
7563,2018-09-15,15600,9450,0,0,none,901,20.791666666666643,19.84831845238096,21.011573177183628,408.74142857142857,401.1957142857143,406.9357142857143
7564,2018-09-16,15400,10700,0,0,none,903,20.573214285714272,19.555148809523814,20.835595341432857,403.62857142857143,394.44,399.73857142857145
7565,2018-09-17,15300,9490,0,0,none,847,20.3220238095238,19.265848214285715,20.579094127689686,398.1457142857143,387.24285714285713,389.90000000000003
7566,2018-09-18,15100,9000,0,0,none,835,20.07083333333333,18.950982142857143,20.365688787106286,394.07,384.89714285714285,385.49142857142857
7567,2018-09-19,15000,9210,0,0,none,796,19.867857142857144,18.68888392857143,20.24681284631947,401.63,398.3514285714286,395.81142857142856
7568,2018-09-20,14900,8390,0,0,none,710,19.72380952380953,18.5861011904762,20.2812971255528,414.70428571428573,413.65142857142854,412.5314285714286
7569,2018-09-21,14700,7430,0,0,none,601,19.61666666666667,18.535386904761914,20.3759598239655,419.6142857142857,422.11285714285714,419.30285714285714
7570,2018-09-22,14400,8140,0,0,none,525,19.54285714285716,18.525386904761913,20.557737601743284,425.9742857142857,430.4814285714286,428.4242857142857
7571,2018-09-23,14000,8480,0,0,none,464,19.543452380952385,18.5261011904762,20.790854791881742,423.3442857142857,427.70142857142855,426.3542857142857
7572,2018-09-24,13800,8280,0,0,none,456,19.575,18.512961309523813,21.059108760135715,426.19714285714286,431.21,433.48285714285714
7573,2018-09-25,13800,7940,0,0,none,411,19.625,18.529285714285713,21.317746743689913,427.4085714285714,435.5285714285714,438.45428571428573
7574,2018-09-26,13800,7830,0,0,none,365,19.6797619047619,18.55955357142857,21.337011164905558,424.78714285714284,435.25857142857143,437.65714285714284
7575,2018-09-27,13800,6240,0,0,none,392,19.732738095238087,18.578675595238085,22.03798543967293,421.17285714285714,433.26428571428573,434.04285714285714
7576,2018-09-28,13800,7080,0,0,none,369,19.741071428571427,18.58188988095237,21.994751312688802,410.5814285714286,415.58714285714285,414.44714285714286
7577,2018-09-29,13700,8750,0,0,none,332,19.6970238095238,18.531547619047615,21.99437324631073,392.5885714285714,395.56857142857143,393.54714285714283
7578,2018-09-30,13700,8460,0,0,none,286,19.646428571428572,18.470252976190473,21.903028840192242,377.97285714285715,380.59285714285716,376.7785714285714
7579,2018-10-01,13500,7880,0,0,none,59,19.59464285714286,18.436726190476186,21.706203443366842,358.6757142857143,360.7185714285714,357.4157142857143
7580,2018-10-02,13300,7270,0,0,none,54,19.547619047619044,18.401964285714286,21.52888678113397,336.2857142857143,334.64285714285717,332.99142857142857
7581,2018-10-03,13100,7410,0,0,none,53,19.514880952380942,18.38142857142857,21.62888678113397,314.5028571428571,309.0057142857143,307.11571428571426
7582,2018-10-04,12600,8320,0,0,none,52,19.478571428571428,18.37877976190477,21.086029638276827,293.60714285714283,283.1585714285714,282.6142857142857
7583,2018-10-05,12200,8030,0,0,none,49,19.446428571428573,18.385431547619056,21.091764044715458,290.1614285714286,283.89714285714285,287.7057142857143
7584,2018-10-06,12000,8090,0,0,none,47,19.4529761904762,18.387336309523814,20.928963773091656,294.01428571428573,287.72714285714284,294.5542857142857
7585,2018-10-07,11400,7150,0,0,none,48,19.41488095238096,18.378660714285715,20.749697254735842,291.01428571428573,286.36571428571426,293.75142857142856
7586,2018-10-08,10900,3940,0,0,none,50,19.32380952380953,18.273273809523815,20.546125826164413,295.4157142857143,290.96,296.77
7587,2018-10-09,10400,2010,0,0,none,50,19.2279761904762,18.164776785714285,20.444548831730273,309.16714285714284,305.3071428571429,308.6514285714286
7588,2018-10-10,10300,3840,0,0,none,48,19.10535714285716,18.0605505952381,20.487405974587414,321.59,318.09714285714284,319.58142857142855
7589,2018-10-11,10200,5790,0,0,none,47,18.9482142857143,17.931428571428572,20.124638117444558,333.2242857142857,329.60285714285715,331.11571428571426
7590,2018-10-12,10000,5570,0,0,none,47,18.779761904761916,17.82001488095237,19.676046568148784,338.27,335.6357142857143,336.37714285714287
7591,2018-10-13,9780,5110,0,0,none,46,18.60892857142857,17.748809523809516,19.273957239266544,345.51,346.11857142857144,344.5785714285714
7592,2018-10-14,9540,7740,0,0,none,45,18.4625,17.68010416666666,18.866703411927116,356.05,356.47857142857146,357.33285714285716
7593,2018-10-15,9440,6700,0,0,none,45,18.298809523809528,17.576681547619042,18.484560554784256,358.62142857142857,359.54571428571427,360.89142857142855
7594,2018-10-16,9330,4870,0,0,none,45,18.098214285714285,17.372544642857143,18.000423263504114,359.54571428571427,361.8742857142857,364.3957142857143
7595,2018-10-17,9190,5370,0,0,none,46,17.905952380952385,17.12080357142857,17.21470897778983,360.49285714285713,364.57428571428574,367.76
7596,2018-10-18,9110,5750,0,0,none,48,17.74583333333333,16.87919642857143,17.248905406361256,362.43285714285713,369.2557142857143,371.1557142857143
7597,2018-10-19,9180,4740,0,0,none,49,17.614880952380943,16.63971726190477,17.063191120646973,358.58285714285716,367.0242857142857,367.24571428571426
7598,2018-10-20,9180,3770,0,0,none,50,17.497619047619043,16.426279761904773,17.02419839873137,354.26428571428573,362.89,362.00142857142856
7599,2018-10-21,9130,4430,0,0,none,50,17.402380952380945,16.254449404761914,17.11404399962233,350.4428571428571,359.82142857142856,355.4371428571429
7600,2018-10-22,9050,5500,0,0,none,49,17.354166666666657,16.193824404761916,17.41404399962233,346.91714285714284,357.18857142857144,348.86571428571426
7601,2018-10-23,8790,6280,0,0,none,46,17.299404761904757,16.224985119047627,17.42832971390804,337.1928571428571,345.04,336.22
7602,2018-10-24,8510,5660,0,0,none,44,17.225595238095227,16.235699404761913,17.73276799407447,333.2628571428571,339.9457142857143,331.44142857142856
7603,2018-10-25,8220,4800,0,0,none,43,17.15119047619047,16.236294642857157,17.575625136931613,330.0342857142857,336.69142857142856,328.1171428571429
7604,2018-10-26,7580,3940,0,0,none,42,17.09107142857143,16.248035714285727,18.004196565503044,324.9871428571428,329.7085714285714,322.5985714285714
7605,2018-10-27,7190,3410,0,0,none,43,17.049404761904757,16.27706845238097,18.098051725544586,321.20714285714286,323.24285714285713,317.46142857142854
7606,2018-10-28,7130,5180,0,0,none,43,17.026785714285715,16.32406250000003,18.04452136958197,315.43142857142857,314.45428571428573,310.7685714285714
7607,2018-10-29,7180,5680,0,0,none,42,17.011904761904756,16.375416666666684,17.8730927981534,308.22285714285715,304.73285714285714,305.81714285714287
7608,2018-10-30,7390,4430,0,0,none,84,16.995238095238086,16.3653273809524,17.7730927981534,303.34285714285716,300.1557142857143,303.7185714285714
7609,2018-10-31,7550,4290,0,0,none,102,16.96011904761904,16.28535714285716,17.4972259465584,297.62857142857143,295.76,301.18142857142857
7610,2018-11-01,7620,3880,0,0,none,109,16.9095238095238,16.1623511904762,17.082940232272687,294.0942857142857,292.4757142857143,297.9357142857143
7611,2018-11-02,7680,3790,0,0,none,108,16.8517857142857,16.048363095238102,16.525797375129827,291.58142857142855,290.44714285714286,294.95714285714286
7612,2018-11-03,7690,3250,0,0,none,106,16.783928571428557,15.933035714285714,16.19152881056114,287.81,288.06714285714287,292.47714285714284
7613,2018-11-04,7450,3030,0,0,none,107,16.69642857142856,15.7749191252588,15.973131195335272,287.38714285714286,288.3485714285714,292.2314285714286
7614,2018-11-05,7280,3570,0,0,none,109,16.61011904761903,15.605053053830229,15.820069970845472,285.9971428571428,288.83,291.63142857142856
