Year,Month,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2000,1,1/21/2000,24400,25,686,282,38,2100,3106,27531,97,6494,732,79,7402,1034,4814,0,-3779,4074,2235,21409,23908,0.26,13,25431,6,77.97
2000,1,1/22/2000,27800,25,471,279,36,2150,2936,30761,100,6494,730,75,7399,1050,4126,0,-3076,4526,2063,24160,26438,0.23,14,28611,8,77.27
2000,1,1/23/2000,26200,25,521,333,36,2260,3150,29375,93,6298,728,75,7194,990,8023,0,-7033,4314,4841,23881,29214,0.24,1,27115,-8,76.54
2000,1,1/24/2000,29900,23,4960,421,149,2600,8130,38053,83,7227,728,70,8108,993,17192,0,-16199,4806,15357,29653,46144,0.21,-21,38793,-19,75.55
2000,1,1/25/2000,43600,1410,6990,428,1592,3150,12160,57170,90,7472,2264,68,9894,992,16963,0,-15971,6628,19274,42854,63246,0.17,-11,54020,-17,74.42
2000,1,1/26/2000,50600,2303,2520,351,2788,3620,9279,62182,87,6488,4012,77,10664,1000,16963,0,-15963,7559,16550,49814,67481,0.17,-9,58562,-15,73.31
2000,1,1/27/2000,48900,2333,1380,299,2692,3700,8071,59304,87,6321,4022,57,10487,950,16963,0,-16013,7333,15325,48384,64830,0.17,-9,55604,-17,72.28
2000,1,1/28/2000,46500,2112,959,291,2061,3230,6541,55153,107,6503,4026,49,10685,950,9628,0,-8678,7014,8510,44028,53145,0.19,4,51923,-2,71.44
2000,1,1/29/2000,44500,1845,744,458,1309,3190,5701,52046,145,7592,4011,47,11795,950,229,0,721,6748,185,39396,39530,0.22,24,48856,19,70.83
2000,1,1/30/2000,42400,1645,693,530,1031,2920,5174,49219,141,7493,4040,47,11721,950,1375,0,-425,6468,197,37696,37923,0.23,23,46299,18,70.29
2000,1,1/31/2000,43800,1575,781,532,504,2780,4597,49972,140,7392,4030,51,11613,900,1375,0,-475,6654,-53,38854,38834,0.23,22,47192,18,69.76
2000,2,2/1/2000,44700,1675,636,795,426,2760,4617,50992,146,7500,4075,56,11777,900,1375,0,-475,6774,-77,39734,39690,0.23,22,48232,18,69.24
2000,2,2/2/2000,44400,1945,569,886,275,2700,4430,50775,183,7492,4087,51,11813,900,1375,0,-475,6734,-340,39744,39437,0.23,22,48075,18,68.76
2000,2,2/3/2000,43800,1965,606,916,247,2510,4279,50044,246,7494,4107,56,11903,900,2751,0,-1851,6654,233,39629,39992,0.23,20,47534,16,68.3
2000,2,2/4/2000,43400,1785,1190,942,315,2410,4857,50042,279,7282,4100,57,11718,900,1375,0,-475,6601,50,38717,38800,0.23,22,47632,19,67.88
2000,2,2/5/2000,41900,1588,880,936,483,2330,4629,48117,280,7400,4104,56,11840,900,1375,0,-475,6402,-500,37219,36752,0.24,24,45787,20,67.51
2000,2,2/6/2000,40200,1360,695,934,398,2310,4337,45897,277,7394,4101,56,11828,900,1605,0,-705,6176,-857,35582,34774,0.25,24,43587,20,67.21
2000,2,2/7/2000,38700,1170,595,936,255,2270,4056,43926,248,7175,4089,56,11568,900,1605,0,-705,5976,-1078,34091,33063,0.26,25,41656,21,66.95
2000,2,2/8/2000,38000,1053,528,941,225,2200,3894,42947,202,6671,4080,56,11009,900,229,0,671,5883,-1668,32982,31267,0.25,27,40747,23,66.74
2000,2,2/9/2000,36300,30,486,938,150,2150,3724,40054,218,6317,4110,53,10698,900,1375,0,-475,5657,-1008,30806,29832,0.26,26,37904,21,66.58
2000,2,2/10/2000,34500,30,649,969,135,2140,3893,38423,261,7011,4121,56,11449,850,4814,0,-3964,5418,438,30222,30937,0.29,19,36283,15,66.4
2000,2,2/11/2000,37100,37,1440,982,179,2140,4741,41878,299,6977,4127,53,11456,850,10086,0,-9236,5763,5052,33960,39658,0.27,5,39738,0,66.07
2000,2,2/12/2000,45600,1460,5290,1120,1185,2340,9935,56995,275,6642,4142,56,11115,850,10545,0,-9695,6894,12015,42881,55574,0.19,2,54655,-2,65.54
2000,2,2/13/2000,57000,2410,5040,1100,1603,3490,11233,70643,264,7228,4064,44,11600,850,16963,0,-16113,8410,18517,55512,75156,0.16,-6,67153,-12,64.85
2000,2,2/14/2000,75700,4753,9680,1130,2194,5230,18234,98687,260,7698,4047,37,12042,850,16390,0,-15540,10897,27190,73907,102185,0.12,-4,93457,-9,63.99
2000,2,2/15/2000,87700,57579,5180,1040,4278,8120,18618,163897,125,7913,4040,25,12103,850,12951,0,-12101,12493,26874,136174,163895,0.07,0,160434,-2,62.88
2000,2,2/16/2000,87500,56974,3900,1670,6057,8710,20337,164811,73,8807,4028,23,12931,850,11576,0,-10726,12467,26845,135011,162606,0.08,1,160758,-1,61.83
2000,2,2/17/2000,87000,55659,2910,1850,5758,9490,20008,162667,71,9060,4112,23,13266,850,11118,0,-10268,12400,25816,133134,159669,0.08,2,158039,-1,60.85
2000,2,2/18/2000,82900,49292,2010,1870,5332,11700,20912,153104,71,9229,4146,26,13472,850,4699,0,-3849,11855,21796,121415,143481,0.09,6,141404,-1,60
2000,2,2/19/2000,78700,39108,1660,1870,5206,12300,21036,138844,78,8706,4146,25,12955,850,4126,0,-3276,11296,21507,107429,129166,0.09,7,131340,2,59.26
2000,2,2/20/2000,75600,30442,1430,1890,5097,12400,20817,126859,81,8166,4145,23,12415,850,6877,0,-6027,10884,23204,96846,120471,0.1,5,119703,-1,58.6
2000,2,2/21/2000,74000,27015,1600,1920,4975,12400,20895,121910,75,9487,4131,23,13716,900,2751,0,-1851,10671,19053,90862,110045,0.11,10,109510,0,58.04
2000,2,2/22/2000,72300,23172,1700,1940,3254,12200,19094,114566,32,9183,4133,27,13375,900,10545,0,-9645,10445,22433,87728,110836,0.12,3,108083,-3,57.51
2000,2,2/23/2000,74500,29431,5160,2100,3289,12600,23149,127080,4,8059,4085,25,12173,900,12149,0,-11249,10738,29025,96343,126156,0.1,1,120577,-5,56.92
2000,2,2/24/2000,75700,42740,2410,1990,4090,13500,21990,140430,0,5998,4081,22,10101,900,12149,0,-11249,10897,30098,110693,141578,0.07,-1,135053,-5,56.29
2000,2,2/25/2000,75500,42134,1680,1950,4038,13800,21468,139102,0,5811,4141,25,9977,900,9398,0,-8498,10871,27885,109143,137623,0.07,1,132694,-4,55.71
2000,2,2/26/2000,75300,40825,1370,1940,2879,13300,19489,135614,3,5669,4136,24,9832,900,10315,0,-9415,10844,26621,107917,135197,0.07,0,129736,-4,55.18
2000,2,2/27/2000,77200,43482,7020,2020,2405,13200,24645,145327,1,5987,4151,21,10160,900,4355,0,-3455,11097,27827,110553,138622,0.07,5,137265,-1,54.66
2000,2,2/28/2000,81700,63375,5010,2010,3071,13600,23691,168766,1,5995,4142,26,10164,900,2751,0,-1851,11695,26425,133898,160452,0.06,5,160204,0,54.07
2000,2,2/29/2000,81900,61271,3500,1980,4754,14900,25134,168305,3,5998,4151,25,10177,950,4585,0,-3635,11722,29041,132467,161762,0.06,4,159654,-1,53.51
2000,3,3/1/2000,81100,61554,2720,1970,4297,14600,23587,166241,1,5996,4153,25,10175,950,4585,0,-3635,11615,27390,132056,159701,0.06,4,157593,-1,52.99
2000,3,3/2/2000,79000,55710,2120,2230,4097,14800,23247,157957,1,6551,4112,23,10687,1000,4126,0,-3126,11336,25928,124249,150397,0.07,5,148806,-1,52.54
2000,3,3/3/2000,76900,49969,1840,2300,2372,14700,21212,148081,2,7963,4071,28,12064,1000,2292,0,-1292,11057,21045,116174,137309,0.08,7,138720,1,52.17
2000,3,3/4/2000,74900,44934,1560,2300,2143,14600,20603,140437,1,8719,4080,21,12821,1000,2292,0,-1292,10791,19413,109405,128909,0.09,8,131141,2,51.86
2000,3,3/5/2000,74800,42439,2040,2330,1747,15300,21417,138656,1,8902,4047,26,12976,1050,1834,0,-784,10777,19728,106681,126464,0.09,9,128829,2,51.58
2000,3,3/6/2000,74500,46539,1770,2320,2271,16100,22461,143500,3,7854,4070,27,11954,1050,1834,0,-784,10738,21754,110521,132329,0.08,8,133153,1,51.29
2000,3,3/7/2000,73300,45498,1530,2320,2988,16700,23538,142336,1,8120,4063,16,12200,1050,3438,0,-2388,10578,23468,108889,132524,0.09,7,131839,-1,51.01
2000,3,3/8/2000,73600,49509,1630,2330,1851,16500,22311,145420,33,8540,4047,11,12631,1100,4585,0,-3485,10618,22563,113467,136273,0.09,6,135218,-1,50.73
2000,3,3/9/2000,74200,51219,1660,2320,1828,16400,22208,147627,62,4029,4038,8,8137,1100,4814,0,-3714,10698,27183,115761,143204,0.05,3,141050,-2,50.43
2000,3,3/10/2000,73800,48202,1470,2320,1649,16500,21939,143941,59,3937,3715,13,7724,1100,3438,0,-2338,10644,26380,112012,138556,0.05,4,137199,-1,50.17
2000,3,3/11/2000,73100,43685,1320,2190,1484,16200,21194,137979,61,2861,3588,15,6525,1150,3438,0,-2288,10551,26708,106874,133743,0.05,3,132415,-1,49.95
2000,3,3/12/2000,72400,38471,1230,2020,1228,15800,20278,131149,72,5009,3587,12,8680,1150,1375,0,-225,10458,22202,100476,122694,0.07,6,122563,0,49.8
2000,3,3/13/2000,71600,32247,1160,1860,816,15500,19336,123183,60,5300,3587,10,8957,1200,229,0,971,10352,20100,93223,113256,0.07,8,113819,0,49.7
2000,3,3/14/2000,70300,26009,1110,1690,790,14900,18490,114799,60,3202,3588,16,6866,1250,0,0,1250,10179,20991,85780,106683,0.06,7,107408,1,49.65
2000,3,3/15/2000,68400,19565,1120,1640,764,14100,17624,105589,77,2678,3602,12,6369,1250,0,0,1250,9926,20368,77689,97970,0.06,7,98695,1,49.66
2000,3,3/16/2000,66300,11708,1130,1630,545,13400,16705,94713,175,3091,3600,12,6878,1284,0,0,1284,9647,18640,68002,86551,0.07,9,87296,1,49.75
2000,3,3/17/2000,64700,5556,1130,1630,323,13000,16083,86339,287,3206,3593,18,7104,1334,0,0,1334,9434,17546,60448,77901,0.08,10,78675,1,49.9
2000,3,3/18/2000,61900,3388,1090,1620,311,12500,15521,80809,300,5423,3578,17,9318,1350,0,0,1350,9062,14388,55848,70141,0.11,13,72482,3,50.11
2000,3,3/19/2000,58000,2510,1080,1610,304,11100,14094,74604,293,6680,3573,19,10565,1400,0,0,1400,8543,11162,51575,62639,0.14,16,63504,1,50.38
2000,3,3/20/2000,53800,2340,1100,1610,299,11200,14209,70349,208,6640,3579,24,10451,1364,0,0,1364,7984,10856,47774,58534,0.14,17,62864,7,50.68
2000,3,3/21/2000,49100,1809,1040,1600,272,10700,13612,64521,283,4808,3567,23,8681,1440,0,0,1440,7359,11355,43147,54401,0.13,16,57350,5,51.01
2000,3,3/22/2000,45400,1650,977,1450,267,9150,11844,58894,301,5878,3572,51,9802,1476,0,0,1476,6867,7949,39769,47615,0.16,19,49744,4,51.41
2000,3,3/23/2000,42600,1544,926,1290,261,8330,10807,54951,301,4708,3573,51,8633,1458,0,0,1458,6495,7722,37241,44861,0.15,18,46621,4,51.82
2000,3,3/24/2000,39700,1406,900,1240,262,7870,10272,51378,305,4271,2305,52,6933,1526,0,0,1526,6109,8456,34570,42919,0.13,16,46034,7,52.24
2000,3,3/25/2000,37600,1247,879,1230,269,7530,9908,48755,300,4382,1782,36,6500,1525,0,0,1525,5830,8247,32590,40731,0.13,16,43632,7,52.68
2000,3,3/26/2000,35000,120,867,1230,257,7280,9634,44754,312,4529,1777,30,6648,1600,0,0,1600,5484,7430,29188,36506,0.14,18,37474,3,53.15
2000,3,3/27/2000,32900,134,863,1220,263,6840,9186,42220,298,5793,1774,18,7883,1582,0,0,1582,5205,5479,27386,32755,0.18,22,35380,7,53.68
2000,3,3/28/2000,31400,158,874,935,260,6370,8439,39997,285,5198,2307,19,7809,1625,0,0,1625,5005,4578,26098,30562,0.19,24,33627,9,54.21
2000,3,3/29/2000,29700,184,847,924,249,5950,7970,37854,298,5546,2525,17,8386,1622,0,0,1622,4779,3308,24651,27846,0.21,26,31904,13,54.78
2000,3,3/30/2000,28300,201,805,839,267,5690,7601,36102,308,6675,2390,19,9392,1625,0,0,1625,4593,1746,23453,25085,0.25,31,30412,18,55.39
2000,3,3/31/2000,27100,226,750,763,276,5420,7209,34535,258,5717,2946,6,8927,1678,0,0,1678,4433,1625,22423,23930,0.25,31,29115,18,55.99
2000,4,4/1/2000,25800,226,702,770,266,5190,6928,32954,317,5713,3467,6,9503,1727,0,0,1727,4260,563,21282,21724,0.28,34,27764,22,56.62
2000,4,4/2/2000,24800,227,668,761,249,4690,6368,31395,304,6065,3360,8,9737,1725,0,0,1725,4127,-363,20417,19933,0.3,37,26705,25,57.27
2000,4,4/3/2000,24300,263,669,761,202,4290,5922,30485,326,5600,3483,3,9412,1721,0,0,1721,4061,-548,20020,19352,0.3,37,26195,26,57.91
2000,4,4/4/2000,23400,299,675,619,155,4020,5469,29168,315,6126,3418,4,9863,1760,0,0,1760,3941,-1596,19265,17545,0.33,40,25148,30,58.57
2000,4,4/5/2000,23100,305,702,515,170,3770,5157,28562,327,3433,3478,4,7242,1771,0,0,1771,3901,665,19008,19549,0.24,32,24792,21,59.13
2000,4,4/6/2000,22800,326,697,447,183,3550,4877,28003,334,4204,3479,4,8021,1737,0,0,1737,3861,-411,18778,18246,0.27,35,24453,25,59.7
2000,4,4/7/2000,22500,321,667,428,147,3400,4642,27463,347,4099,4006,4,8456,1758,0,0,1758,3822,-1135,18507,17250,0.29,37,24063,28,60.28
2000,4,4/8/2000,21800,341,638,449,165,3390,4642,26783,362,4877,4218,3,9460,1810,0,0,1810,3728,-2266,17906,15514,0.34,42,23393,34,60.89
2000,4,4/9/2000,22400,358,618,443,203,3310,4574,27332,366,5047,4229,4,9646,1850,0,0,1850,3808,-2466,18432,15836,0.34,42,24022,34,61.46
2000,4,4/10/2000,23000,364,597,432,202,3090,4321,27685,369,4712,4222,4,9307,1753,0,0,1753,3888,-2238,18985,16625,0.32,40,24595,32,61.96
2000,4,4/11/2000,24200,371,571,426,157,2990,4144,28715,381,4781,4233,4,9399,1803,0,0,1803,4048,-2379,20019,17514,0.31,39,25725,32,62.4
2000,4,4/12/2000,25600,385,555,413,185,3030,4183,30168,377,5224,4217,5,9823,1785,229,0,1556,4234,-2418,21315,18789,0.31,38,27138,31,62.78
2000,4,4/13/2000,27200,409,659,414,201,3120,4394,32003,374,5031,4230,5,9640,1816,688,0,1128,4447,-1533,22847,21235,0.29,34,28883,26,63.05
2000,4,4/14/2000,27700,402,1050,353,186,4360,5949,34051,380,2995,2863,8,6246,1827,688,0,1139,4513,3475,23270,26665,0.17,22,29691,10,63.16
2000,4,4/15/2000,28200,402,832,285,201,5660,6978,35580,359,1299,1016,5,2679,1852,688,0,1164,4580,8122,23697,31737,0.06,11,32412,2,63.15
2000,4,4/16/2000,28800,390,734,269,203,5900,7106,36296,249,1300,1017,6,2572,1895,917,0,979,4659,8557,24257,32745,0.06,10,33313,2,63.13
2000,4,4/17/2000,29900,319,846,327,252,6310,7735,37954,220,1300,977,15,2512,1713,6877,0,-5163,4806,13385,26859,40605,0.06,-7,37610,-8,62.96
2000,4,4/18/2000,30700,246,1040,280,454,7070,8844,39790,128,740,1488,20,2376,1829,6418,0,-4589,4912,14363,27319,42003,0.05,-6,39341,-7,62.78
2000,4,4/19/2000,32000,1246,782,267,323,6920,8292,41538,120,1191,1112,20,2443,1853,6418,0,-4565,5085,13902,29439,43660,0.05,-5,41013,-6,62.59
2000,4,4/20/2000,34200,1720,700,274,199,6200,7373,43293,121,1492,873,19,2505,1857,6418,0,-4562,5378,13210,31820,45349,0.05,-5,42704,-6,62.38
2000,4,4/21/2000,33300,1938,650,270,151,6230,7301,42539,112,1490,876,15,2493,1823,6189,0,-4366,5258,12904,31203,44412,0.05,-4,41879,-6,62.2
2000,4,4/22/2000,31600,1818,608,263,145,6290,7306,40724,107,1492,905,16,2520,1824,0,0,1824,5032,8632,27875,36379,0.06,11,37437,3,62.16
2000,4,4/23/2000,30200,1522,594,261,123,6310,7288,39010,100,1488,926,15,2529,1850,0,0,1850,4846,8402,26359,34631,0.06,11,35704,3,62.15
2000,4,4/24/2000,28900,254,562,258,118,6320,7258,36412,114,1874,886,22,2896,1903,0,0,1903,4673,7798,23949,31613,0.07,13,32717,3,62.2
2000,4,4/25/2000,27700,285,532,258,110,6120,7020,35005,129,1979,253,27,2388,1911,0,0,1911,4513,7903,22937,30706,0.06,12,31815,3,62.27
2000,4,4/26/2000,26700,306,511,262,146,5940,6859,33865,142,2240,0,28,2410,1887,0,0,1887,4380,7603,22098,29568,0.06,13,30663,4,62.35
2000,4,4/27/2000,25000,355,498,260,193,5810,6761,32116,151,1851,362,26,2390,1837,0,0,1837,4154,7331,20687,27889,0.07,13,28954,4,62.47
2000,4,4/28/2000,24200,378,497,247,196,5600,6540,31118,152,1242,871,24,2289,1899,0,0,1899,4048,7064,19999,26930,0.06,13,28031,4,62.61
2000,4,4/29/2000,24300,395,486,247,153,5730,6616,31311,151,1241,869,17,2278,1899,0,0,1899,4061,7164,20102,27134,0.06,13,28235,4,62.73
2000,4,4/30/2000,24900,396,460,249,185,5770,6664,31960,157,1328,868,17,2370,1899,0,0,1899,4141,7200,20624,27691,0.07,13,28792,4,62.84
2000,5,5/1/2000,25100,414,443,323,168,5740,6674,32188,146,1312,869,23,2350,1901,0,0,1901,4167,7255,20815,27937,0.06,13,29039,4,62.93
2000,5,5/2/2000,25500,428,432,420,166,5630,6648,32576,142,1187,867,27,2223,1843,0,0,1843,4221,7448,21192,28510,0.06,12,29579,4,63
2000,5,5/3/2000,25500,465,420,422,175,5480,6497,32462,114,1328,872,37,2351,1976,0,0,1976,4221,7083,21191,28136,0.07,13,29282,4,63.08
2000,5,5/4/2000,25900,499,403,442,181,5410,6436,32835,142,798,870,39,1849,2005,0,0,2005,4274,7557,21564,28981,0.05,12,30144,4,63.14
2000,5,5/5/2000,26400,544,390,435,197,5620,6642,33586,152,1306,866,39,2363,1999,0,0,1999,4340,7320,22044,29224,0.06,13,30383,4,63.19
2000,5,5/6/2000,26400,556,388,434,213,5580,6615,33571,161,1330,865,35,2391,1999,1834,0,165,4340,8457,22570,31015,0.06,8,31110,0,63.19
2000,5,5/7/2000,26900,498,452,465,209,5700,6826,34224,159,1327,863,36,2385,2039,3438,0,-1399,4407,9757,23383,33238,0.06,3,32427,-3,63.15
2000,5,5/8/2000,27500,412,988,464,192,6050,7694,35606,58,1327,863,25,2273,2120,3668,0,-1548,4487,10914,23859,34881,0.06,2,33984,-3,63.08
2000,5,5/9/2000,27000,377,1050,458,179,6000,7687,35064,3,1317,867,26,2213,2165,3668,0,-1503,4420,10870,23378,34354,0.06,2,33482,-3,63.03
2000,5,5/10/2000,26200,370,744,460,165,5870,7239,33809,2,1326,858,26,2212,2129,3668,0,-1538,4314,10340,22687,33135,0.06,2,32243,-3,63
2000,5,5/11/2000,24400,347,640,462,165,5860,7127,31874,3,1444,860,25,2332,2190,1834,0,356,4074,8638,20573,29186,0.07,8,29392,1,63.06
2000,5,5/12/2000,21500,384,551,458,165,5770,6944,28828,3,1443,858,32,2336,2249,229,0,2019,3689,6984,17630,24473,0.08,15,25644,5,63.22
2000,5,5/13/2000,18200,419,496,450,219,5640,6805,25424,3,1448,859,37,2347,2250,0,0,2250,3250,6246,14740,20828,0.09,18,22133,6,63.48
2000,5,5/14/2000,16000,412,456,456,272,5580,6764,23176,3,1488,860,27,2378,2300,0,0,2300,2957,5848,12811,18498,0.1,20,19832,7,63.81
2000,5,5/15/2000,15200,361,551,466,240,5190,6447,22008,1,1498,861,26,2386,2285,458,0,1827,2851,5724,12199,17795,0.1,19,18854,6,64.14
2000,5,5/16/2000,16400,317,985,469,219,4830,6503,23220,3,1495,865,24,2387,2323,458,0,1865,3010,5914,13185,18968,0.1,18,20050,5,64.41
2000,5,5/17/2000,18200,289,836,465,300,4560,6161,24650,3,1491,862,25,2381,2356,458,0,1898,3250,5796,14708,20371,0.09,17,21472,5,64.62
2000,5,5/18/2000,19700,292,702,458,234,4260,5654,25646,6,1992,855,24,2877,2355,458,0,1896,3449,4994,16012,20873,0.11,19,22593,8,64.8
2000,5,5/19/2000,19700,305,620,450,298,4030,5398,25403,3,1744,862,29,2638,2406,458,0,1947,3449,4943,16011,20818,0.1,18,22491,7,64.98
2000,5,5/20/2000,18200,347,568,484,256,4000,5308,23855,3,1999,861,38,2901,2449,0,0,2449,3250,4064,14612,18505,0.12,22,20888,11,65.22
2000,5,5/21/2000,17000,390,528,478,266,4200,5472,22862,4,2500,862,38,3404,2510,0,0,2510,3090,3526,13597,16948,0.15,26,18662,9,65.5
2000,5,5/22/2000,17000,449,494,486,273,4170,5423,22872,3,2994,861,56,3914,2499,0,0,2499,3090,2975,13659,16459,0.16,28,18702,12,65.79
2000,5,5/23/2000,17200,529,459,480,236,4030,5205,22934,122,3246,861,71,4300,2535,0,0,2535,3117,2374,13903,16099,0.17,30,18904,15,66.07
2000,5,5/24/2000,17000,556,432,489,226,4090,5237,22793,193,3803,865,69,4930,2605,0,0,2605,3090,1703,13737,15258,0.2,33,18703,18,66.38
2000,5,5/25/2000,17300,609,410,490,234,4010,5144,23053,195,-77,1790,61,1969,2652,0,0,2652,3130,4581,14037,18432,0.07,20,20049,8,66.55
2000,5,5/26/2000,17100,641,384,496,271,4000,5151,22892,206,0,2781,47,3034,2630,0,0,2630,5529,5936,11475,17228,0.12,25,18892,9,66.75
2000,5,5/27/2000,17000,613,353,496,231,3840,4920,22533,207,0,2780,55,3042,2687,0,0,2687,7071,7203,9790,16804,0.12,25,18693,10,66.95
2000,5,5/28/2000,16300,605,323,494,213,3740,4770,21675,206,0,2788,55,3049,2749,0,0,2749,6866,6800,9269,15877,0.12,27,17935,11,67.18
2000,5,5/29/2000,16000,627,299,492,216,3560,4567,21194,208,5001,2766,53,8028,2799,0,0,2799,6778,1498,9065,10367,0.36,51,17634,41,67.68
2000,5,5/30/2000,16100,636,278,483,216,3430,4407,21143,206,3234,2764,60,6264,2867,0,0,2867,6807,3087,9126,12012,0.28,43,17713,32,68.05
2000,5,5/31/2000,16000,637,257,495,252,3350,4354,20991,205,3800,2765,61,6831,2840,0,0,2840,6778,2455,9064,11320,0.31,46,17641,36,68.44
2000,6,6/1/2000,15600,626,245,499,266,3300,4310,20536,333,6000,1517,55,7905,2988,0,0,2988,6661,1123,8729,9643,0.36,53,17236,44,68.91
2000,6,6/2/2000,15500,622,231,488,195,3250,4164,20286,401,5999,1000,57,7457,2933,0,0,2933,6632,1432,8669,9896,0.34,51,17036,42,69.34
2000,6,6/3/2000,15400,648,217,483,206,3310,4216,20264,351,6000,999,45,7395,2999,0,0,2999,6602,1474,8606,9870,0.34,51,16954,42,69.74
2000,6,6/4/2000,14800,639,202,493,274,3410,4379,19818,395,5991,1000,40,7426,3074,0,0,3074,6426,1381,8152,9318,0.35,53,16408,43,70.17
2000,6,6/5/2000,15200,646,192,500,289,3400,4381,20227,389,5992,1488,39,7908,3108,0,0,3108,4302,-1245,10674,9211,0.36,54,16827,45,70.57
2000,6,6/6/2000,15600,648,184,500,234,3290,4208,20456,395,5490,1654,40,7579,3178,0,0,3178,2904,-2533,12454,9698,0.34,53,17166,44,70.92
2000,6,6/7/2000,15100,657,173,498,230,3150,4051,19808,394,5444,1652,42,7532,3194,0,0,3194,2837,-2719,12025,9082,0.35,54,16658,45,71.3
2000,6,6/8/2000,15300,664,187,487,231,3210,4115,20079,368,5302,1646,51,7367,3244,229,0,3015,2864,-2347,12256,9697,0.34,52,16869,43,71.61
2000,6,6/9/2000,15300,636,240,487,257,3360,4344,20280,386,4788,2280,66,7520,3319,229,0,3090,5131,-54,9940,9669,0.34,52,16920,43,71.9
2000,6,6/10/2000,16400,600,215,484,240,3360,4299,21299,397,4268,2528,60,7253,3369,229,0,3140,6895,1900,9226,10906,0.31,49,17939,39,72.1
2000,6,6/11/2000,16900,575,194,476,274,3520,4464,21939,401,4399,2525,60,7385,3419,229,0,3190,7042,2048,9540,11365,0.31,48,18419,38,72.27
2000,6,6/12/2000,17000,593,180,502,304,3610,4596,22189,396,4586,2527,65,7574,3505,229,0,3275,4655,-453,12021,11339,0.32,49,18579,39,72.42
2000,6,6/13/2000,16900,623,166,459,337,3470,4432,21955,346,5167,2532,64,8109,3481,0,0,3481,3077,-2863,13472,10365,0.34,53,18485,44,72.63
2000,6,6/14/2000,16200,361,154,449,345,3290,4238,20799,275,4676,2529,150,7630,3563,0,0,3563,2984,-2725,12580,9606,0.34,54,17509,45,72.87
2000,6,6/15/2000,15900,703,138,432,327,3090,3987,20590,230,4993,2536,162,7921,3592,0,0,3592,2944,-3325,12653,9077,0.36,56,17500,48,73.14
2000,6,6/16/2000,16400,750,127,424,305,2800,3656,20806,312,3994,3782,129,8217,3645,0,0,3645,5357,-1573,10772,8944,0.37,57,18006,50,73.4
2000,6,6/17/2000,16000,747,120,420,271,2590,3401,20148,390,3499,4197,103,8189,3724,0,0,3724,6778,-431,8926,8235,0.38,59,17558,53,73.7
2000,6,6/18/2000,15700,726,113,424,275,2560,3372,19798,395,2996,4167,95,7653,3824,0,0,3824,6690,-77,8665,8320,0.36,58,17238,52,73.98
2000,6,6/19/2000,15400,731,112,446,242,2540,3340,19471,365,3000,4173,89,7627,3859,0,0,3859,6602,-193,8448,7985,0.36,59,16931,53,74.27
2000,6,6/20/2000,14500,754,109,431,244,2410,3194,18448,328,2968,4197,91,7584,3875,0,0,3875,6339,-570,7831,6989,0.38,62,16038,56,74.62
2000,6,6/21/2000,13800,784,99,425,253,2260,3037,17621,332,2492,4204,98,7126,3957,0,0,3957,6133,-528,7343,6538,0.37,63,15361,57,75.01
2000,6,6/22/2000,13500,780,98,429,233,2110,2870,17150,337,2491,4284,108,7220,4025,0,0,4025,6046,-921,7107,5905,0.39,66,15040,61,75.43
2000,6,6/23/2000,14600,753,94,440,308,2010,2852,18205,345,2999,4269,115,7728,4012,0,0,4012,6368,-1116,7862,6465,0.39,64,16195,60,75.78
2000,6,6/24/2000,16100,695,90,426,348,2030,2894,19689,342,3191,4209,105,7847,4049,0,0,4049,6807,-778,8854,7793,0.37,60,17659,56,75.98
2000,6,6/25/2000,17300,669,88,424,347,2110,2969,20938,337,2046,4235,103,6721,4099,0,0,4099,7159,742,9662,10118,0.3,52,18828,46,76.01
2000,6,6/26/2000,17800,665,85,425,257,2080,2847,21312,339,4720,4234,93,9386,4084,0,0,4084,7305,-1888,10016,7842,0.41,63,19232,59,76.2
2000,6,6/27/2000,18000,680,83,433,262,2060,2838,21518,290,3997,4220,96,8603,4163,0,0,4163,7364,-1107,10150,8752,0.38,59,19458,55,76.3
2000,6,6/28/2000,18600,664,79,430,223,1930,2662,21926,280,3994,4251,101,8626,4162,0,0,4162,7540,-1129,10559,9138,0.37,58,19996,54,76.38
2000,6,6/29/2000,18600,664,75,416,243,1840,2574,21838,337,4491,4277,98,9203,4187,0,0,4187,7540,-1810,10552,8449,0.4,61,19998,58,76.5
2000,6,6/30/2000,19200,681,74,417,236,1820,2547,22428,324,5498,4225,114,10161,4209,0,0,4209,7716,-2635,10987,8057,0.43,64,20608,61,76.64
2000,7,7/1/2000,19900,666,73,419,257,1850,2599,23165,327,6681,4250,100,11358,4202,0,0,4202,7921,-3569,11469,7605,0.47,67,21315,64,76.82
2000,7,7/2/2000,20000,660,69,410,237,1840,2556,23216,297,6550,4219,95,11161,4204,0,0,4204,7950,-3387,11533,7851,0.46,66,21376,63,76.96
2000,7,7/3/2000,20000,666,67,328,262,1950,2607,23273,307,5697,4238,89,10331,4210,0,0,4210,7950,-2511,11537,8732,0.42,62,21323,59,77.03
