Year,Month,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2014,9,9/29/2014,7210,270,0,44,49,320,413,7893,121,2488,1653,40,4302,2138,1605,0,533,4220,-15,3111,3058,0.52,61,7573,60,89.88
2014,9,9/30/2014,7370,264,0,52,63,315,430,8064,126,2487,1668,49,4330,2115,0,0,2115,4090,-1184,2952,1620,0.51,80,7749,79,90.32
2014,10,10/1/2014,7670,297,0,89,13,320,422,8389,106,789,1681,39,2615,2112,0,0,2112,3960,394,3416,3662,0.29,56,8069,55,90.21
2014,10,10/2/2014,7450,290,0,90,17,355,462,8202,129,789,1670,50,2638,2068,0,0,2068,3960,440,3201,3496,0.3,57,7847,55,90.14
2014,10,10/3/2014,7230,314,0,90,865,350,1305,8849,140,788,1656,56,2640,2020,0,0,2020,3970,1323,3008,4190,0.27,53,8499,51,89.96
2014,10,10/4/2014,6770,334,0,91,720,340,1151,8255,144,785,1051,46,2026,2022,0,0,2022,3920,1731,2618,4207,0.22,49,7915,47,89.78
2014,10,10/5/2014,6670,348,0,91,705,355,1151,8169,158,793,810,36,1796,1965,0,0,1965,3910,1987,2558,4407,0.19,46,7814,44,89.58
2014,10,10/6/2014,6500,368,0,93,796,365,1254,8122,173,799,810,42,1824,1977,0,0,1977,3940,2086,2374,4322,0.2,47,7757,44,89.41
2014,10,10/7/2014,6170,373,0,239,831,380,1450,7993,171,790,813,40,1814,1920,0,0,1920,3900,2288,2105,4259,0.2,47,7613,44,89.26
2014,10,10/8/2014,6140,372,0,199,881,385,1465,7977,176,296,824,39,1336,1917,0,0,1917,3810,2693,2165,4724,0.14,41,7592,38,89.04
2014,10,10/9/2014,5960,387,0,97,969,375,1441,7788,164,287,254,39,743,1912,0,0,1912,3836,3291,1975,5133,0.06,34,7413,31,88.79
2014,10,10/10/2014,6000,407,0,94,541,370,1005,7412,153,288,577,42,1059,1862,0,0,1862,3848,2584,2038,4491,0.11,39,7042,36,88.63
2014,10,10/11/2014,6000,409,0,93,229,371,693,7102,136,291,815,40,1283,1866,0,0,1866,3848,2046,2038,3953,0.15,44,6731,41,88.57
2014,10,10/12/2014,6290,402,4,94,232,392,722,7414,127,289,237,40,693,1864,0,0,1864,3933,2750,2237,4856,0.07,34,7022,31,88.38
2014,10,10/13/2014,5500,381,3,87,222,378,690,6571,102,292,572,53,1019,1870,0,0,1870,3702,2156,1656,3681,0.13,44,6193,41,88.37
2014,10,10/14/2014,5340,350,2,243,83,346,674,6364,81,295,813,57,1247,1816,0,0,1816,3655,1902,1527,3302,0.17,48,6018,45,88.44
2014,10,10/15/2014,6700,229,3,331,34,323,691,7620,76,285,239,55,656,1796,0,0,1796,4053,2921,2373,5169,0.06,32,7297,29,88.22
2014,10,10/16/2014,6150,149,3,184,23,322,532,6831,80,294,662,44,1081,1790,0,0,1790,3290,1578,2508,3961,0.13,42,6509,39,88.17
2014,10,10/17/2014,6160,155,4,149,95,319,567,6882,77,295,942,35,1349,1789,0,0,1789,3340,1395,2474,3744,0.17,46,6563,43,88.17
2014,10,10/18/2014,5930,153,4,98,199,319,620,6703,76,294,0,55,426,1739,0,0,1739,3330,2394,2266,4538,0.03,32,6384,29,88.04
2014,10,10/19/2014,5800,152,4,96,108,329,537,6489,82,291,623,75,1071,1758,0,0,1758,3350,1673,2110,3660,0.13,44,6160,41,88.06
2014,10,10/20/2014,5630,151,4,101,64,369,538,6319,77,291,886,64,1317,1742,0,0,1742,3380,1468,1913,3259,0.18,48,5950,45,88.15
2014,10,10/21/2014,6090,161,5,370,845,375,1595,7846,76,297,96,74,543,1760,0,0,1760,3470,3378,2288,5543,0.05,29,7471,26,87.9
2014,10,10/22/2014,5900,161,6,203,288,388,885,6946,97,287,572,76,1032,1751,0,0,1751,3530,2245,2041,4163,0.12,40,6558,37,87.84
2014,10,10/23/2014,5960,155,6,137,39,522,704,6819,121,286,812,63,1282,1697,0,0,1697,3560,1879,2080,3840,0.15,44,6297,39,87.84
2014,10,10/24/2014,5750,152,7,118,901,536,1562,7464,142,284,236,63,725,1700,0,0,1700,3580,3312,1846,5039,0.06,32,6928,27,87.67
2014,10,10/25/2014,5600,156,8,99,1070,505,1682,7438,116,290,630,64,1100,1705,0,0,1705,3731,3204,1548,4633,0.12,38,6933,33,87.55
2014,10,10/26/2014,6830,159,8,99,873,878,1858,8847,118,295,891,42,1346,1705,0,0,1705,4091,3495,2421,5796,0.13,34,7969,27,87.3
2014,10,10/27/2014,6410,164,11,103,1606,1170,2890,9464,115,298,82,31,526,1707,0,0,1707,3968,5223,2128,7231,0.04,24,8294,13,86.92
2014,10,10/28/2014,6570,161,12,110,1117,1210,2449,9180,121,295,608,34,1058,1700,0,0,1700,2668,2953,3587,6421,0.09,30,7970,19,86.64
2014,10,10/29/2014,6890,159,14,411,848,1290,2563,9612,124,287,808,37,1256,1647,0,0,1647,1745,1982,4843,6710,0.11,30,8322,19,86.34
2014,10,10/30/2014,6770,159,13,143,231,1340,1727,8656,123,283,809,37,1253,1640,0,0,1640,3195,2603,3275,5763,0.12,33,7316,21,86.16
2014,10,10/31/2014,7230,158,12,102,799,1400,2313,9701,110,281,810,47,1248,1643,1375,0,267,4208,5100,3105,8186,0.11,16,8751,6,85.76
2014,11,11/1/2014,7180,158,16,110,732,1470,2328,9666,96,776,809,48,1729,1669,1605,0,65,4194,4751,3126,7872,0.16,19,8196,4,85.41
2014,11,11/2/2014,7550,168,18,139,701,1770,2628,10346,74,761,841,38,1714,1700,1605,0,95,2864,3715,4828,8536,0.15,17,9181,7,85.03
2014,11,11/3/2014,7730,174,28,136,685,1690,2539,10443,69,1294,807,28,2198,1684,1605,0,80,1857,2146,6025,8165,0.2,22,8753,7,84.7
2014,11,11/4/2014,7710,175,24,158,1049,1610,2841,10726,69,1292,806,22,2189,1689,1605,0,84,1854,2452,6007,8453,0.19,21,9116,7,84.36
2014,11,11/5/2014,7290,175,20,414,1090,1510,3034,10499,69,1295,808,23,2195,1686,229,0,1457,1799,1691,5258,6847,0.2,35,8989,24,84.18
2014,11,11/6/2014,7300,184,17,175,1083,1370,2645,10129,70,1292,807,9,2177,1691,0,0,1691,1800,1169,5210,6261,0.21,38,8759,29,84.06
2014,11,11/7/2014,7450,186,15,122,512,1270,1919,9555,74,1287,807,14,2181,1690,0,0,1690,3353,1992,3810,5683,0.22,41,8285,31,84.01
2014,11,11/8/2014,7430,183,14,133,639,1170,1956,9569,76,795,808,12,1691,1639,0,0,1639,4267,3466,2887,6239,0.17,35,8399,26,83.91
2014,11,11/9/2014,7140,180,13,116,248,1090,1467,8787,77,1286,807,9,2179,1640,0,0,1640,4170,2392,2691,4968,0.24,43,7697,35,83.96
2014,11,11/10/2014,6930,176,13,135,587,983,1718,8824,81,1296,809,7,2193,1641,0,0,1641,4100,2558,2547,4990,0.24,43,7841,36,84
2014,11,11/11/2014,7320,177,12,291,413,900,1616,9113,62,1281,812,7,2161,1650,0,0,1650,4060,2442,2975,5302,0.23,42,8213,35,84
2014,11,11/12/2014,7770,172,12,98,125,839,1074,9016,56,1287,808,6,2156,1642,0,0,1642,4030,1881,3452,5218,0.23,42,8177,36,84.02
2014,11,11/13/2014,7740,170,12,113,287,803,1215,9125,56,1787,807,12,2662,1641,1605,0,36,4020,2549,3880,6427,0.28,30,8322,23,83.89
2014,11,11/14/2014,7680,155,13,110,7,752,882,8717,56,2290,804,22,3172,1641,1605,0,36,4060,1746,3765,5508,0.35,37,7965,31,83.88
2014,11,11/15/2014,7970,143,14,142,9,727,892,9005,56,2274,468,21,2819,1700,1605,0,95,4030,2041,4056,6091,0.3,32,8278,26,83.79
2014,11,11/16/2014,7870,142,14,148,9,714,885,8897,56,2296,802,29,3183,1700,1605,0,95,4010,1650,3975,5618,0.35,37,8183,31,83.77
2014,11,11/17/2014,7430,141,16,140,278,700,1134,8705,52,2286,799,32,3169,1689,1605,0,84,4120,2030,3427,5452,0.35,37,8005,32,83.77
2014,11,11/18/2014,7140,140,16,161,365,684,1226,8506,45,2284,1139,28,3496,1686,0,0,1686,4210,844,2598,3324,0.4,61,7822,58,84.08
2014,11,11/19/2014,6990,139,15,420,109,679,1223,8352,47,2288,806,40,3180,1684,458,0,1225,4230,1476,2556,3946,0.37,53,7673,49,84.27
2014,11,11/20/2014,7330,140,15,191,118,671,995,8465,48,1985,807,39,2879,1734,688,0,1046,4300,1736,2877,4540,0.33,46,7794,42,84.36
2014,11,11/21/2014,7540,153,16,134,91,677,918,8611,43,2493,808,19,3363,1746,917,0,829,4350,1366,3111,4419,0.38,49,7934,44,84.46
2014,11,11/22/2014,7160,158,19,128,44,724,915,8233,37,2495,806,14,3352,1745,1605,0,141,4330,1802,2949,4740,0.4,42,7509,37,84.51
2014,11,11/23/2014,7960,148,31,165,8,728,932,9040,25,2491,806,21,3343,1750,1834,0,-84,4350,1994,3782,5781,0.36,36,8312,30,84.42
2014,11,11/24/2014,7900,145,58,148,8,740,954,8999,35,3191,803,15,4043,1747,1375,0,372,4430,1099,3511,4584,0.44,49,8259,45,84.5
2014,11,11/25/2014,8570,154,46,294,422,731,1493,10217,44,3490,800,18,4352,1790,1146,0,644,4670,1392,3874,5221,0.42,49,9486,45,84.48
2014,11,11/26/2014,8140,147,32,104,398,712,1246,9533,41,3794,839,18,4692,1786,917,0,869,4670,659,3374,3971,0.48,58,8821,55,84.64
2014,11,11/27/2014,7810,142,26,103,62,730,921,8873,42,3798,862,14,4717,1829,229,0,1600,4560,-276,2944,2557,0.52,71,8143,69,85.08
2014,11,11/28/2014,7510,145,22,105,394,737,1258,8913,45,3492,862,17,4415,1886,0,0,1886,4410,26,2717,2611,0.49,71,8176,68,85.48
2014,11,11/29/2014,8000,162,21,159,398,743,1321,9483,45,2992,862,18,3917,1881,0,0,1881,4370,551,3265,3685,0.4,61,8740,58,85.64
2014,11,11/30/2014,8360,188,21,175,39,764,999,9547,45,2987,861,14,3906,1931,2292,0,-361,4539,1867,4110,6002,0.4,37,8783,32,85.47
2014,12,12/1/2014,8280,194,22,305,172,795,1294,9768,48,2989,860,15,3912,1989,2292,0,-303,2900,479,5659,6159,0.39,37,8973,31,85.29
2014,12,12/2/2014,8870,187,28,184,275,832,1319,10376,38,3491,863,30,4421,1990,8482,0,-6492,2009,3126,8866,12446,0.42,-20,9544,-30,84.67
2014,12,12/3/2014,11700,253,42,193,222,897,1354,13307,34,3983,849,23,4889,1990,11461,0,-9471,2385,5007,12220,17889,0.36,-34,12410,-44,83.85
2014,12,12/4/2014,16100,353,127,183,419,904,1633,18086,26,4488,836,20,5370,2040,11461,0,-9421,2970,5357,16121,22137,0.29,-22,17182,-29,82.94
2014,12,12/5/2014,22600,279,208,157,278,840,1483,24362,40,4482,838,0,5360,2095,9398,0,-7303,3835,4705,21089,26305,0.22,-8,23522,-12,81.96
2014,12,12/6/2014,28100,472,122,159,298,803,1382,29954,59,4495,946,0,5499,2098,10086,0,-7988,4566,5642,26242,32443,0.18,-8,29151,-11,80.91
2014,12,12/7/2014,26100,472,79,152,25,775,1031,27603,59,4495,871,9,5434,2147,3897,0,-1750,4300,1035,22762,23919,0.19,13,26828,11,80.11
2014,12,12/8/2014,25000,383,60,128,275,757,1220,26603,60,4984,870,0,5914,2148,917,0,1231,4154,-1340,20884,19458,0.22,27,25846,25,79.48
2014,12,12/9/2014,23100,412,48,102,324,758,1232,24744,46,6477,1673,0,8196,2148,917,0,1231,3901,-3863,19266,15317,0.33,38,23986,36,79.05
2014,12,12/10/2014,19600,315,41,102,406,776,1325,21240,38,6675,2294,0,9007,2198,688,0,1511,3436,-5229,16056,10722,0.42,50,20464,48,78.87
2014,12,12/11/2014,16900,339,115,363,646,795,1919,19158,39,6669,2515,0,9223,2200,10315,0,-8115,3077,1048,16435,18050,0.48,6,18363,2,78.36
2014,12,12/12/2014,27300,1367,1600,253,33,1100,2986,31653,36,6674,3082,11,9803,2196,12378,0,-10182,4460,4261,27058,32032,0.31,-1,30553,-5,77.51
2014,12,12/13/2014,41900,3953,562,182,43,1670,2457,48310,40,6667,3964,16,10687,2198,12378,0,-10180,6402,4789,42302,47803,0.22,1,46640,-2,76.45
2014,12,12/14/2014,46200,3532,234,158,21,1690,2103,51835,39,6175,4119,18,10351,2198,12378,0,-10180,6974,5343,45609,51664,0.2,0,50145,-3,75.4
2014,12,12/15/2014,52600,3350,235,200,8,1540,1983,57933,41,5995,3520,18,9575,2198,12837,0,-10639,7825,7149,51104,58997,0.16,-2,56393,-5,74.31
2014,12,12/16/2014,54000,3597,164,228,261,1640,2293,59890,40,4095,2698,20,6853,2198,5043,0,-2845,8011,5300,50382,55882,0.11,7,58250,4,73.33
2014,12,12/17/2014,50900,4215,327,223,381,1800,2731,57846,41,3191,2703,31,5966,2200,2980,0,-780,7599,4871,47735,52660,0.1,9,56046,6,72.43
2014,12,12/18/2014,49000,4479,217,182,126,1810,2335,55814,37,2695,2328,22,5082,2148,3209,0,-1061,7346,5289,46430,51793,0.09,7,54004,4,71.6
2014,12,12/19/2014,50100,4494,328,203,10,1690,2231,56825,27,2697,1957,14,4694,2150,3668,0,-1518,7492,6015,47527,53648,0.08,6,55135,3,70.79
2014,12,12/20/2014,50300,4747,506,196,10,1600,2312,57359,30,2692,1956,9,4687,2147,3209,0,-1062,7519,5835,47826,53735,0.08,6,55759,4,70.02
2014,12,12/21/2014,49600,5044,426,186,58,1560,2230,56874,33,2692,1953,14,4692,2100,688,0,1412,7426,4046,46823,50770,0.08,11,55314,8,69.33
2014,12,12/22/2014,49600,5049,314,157,207,1530,2208,56857,29,2996,2262,14,5301,2096,688,0,1409,7426,3418,46829,50148,0.09,12,55327,9,68.69
2014,12,12/23/2014,49200,5050,243,157,46,1430,1876,56126,37,3198,2682,18,5936,2048,458,0,1590,7373,2279,46432,48600,0.1,13,54696,11,68.1
2014,12,12/24/2014,46100,5040,191,160,142,1370,1863,53003,39,3395,2822,14,6271,2048,0,0,2048,6960,1222,43606,44684,0.12,16,51633,13,67.6
2014,12,12/25/2014,40400,4771,199,151,70,1310,1730,46901,39,3888,2494,18,6439,1998,0,0,1998,6202,194,38409,38463,0.14,18,45591,16,67.23
2014,12,12/26/2014,34700,4339,206,157,21,1250,1634,40673,39,3386,2820,9,6254,1998,0,0,1998,5444,-475,33035,32420,0.15,20,39423,18,66.98
2014,12,12/27/2014,31300,3942,159,147,463,1210,1979,37221,39,3289,2807,20,6154,1947,0,0,1947,4992,-449,29705,29119,0.16,22,36011,19,66.82
2014,12,12/28/2014,28100,3562,134,153,291,1160,1738,33400,39,2891,2801,14,5745,1950,0,0,1950,4566,-708,26550,25705,0.17,23,32240,20,66.75
2014,12,12/29/2014,25200,3178,119,151,344,1130,1744,30122,39,3385,2803,14,6241,1900,0,0,1900,4181,-1552,23665,21981,0.21,27,28992,24,66.78
2014,12,12/30/2014,22400,2867,108,154,488,1100,1850,27117,40,3792,2809,14,6655,1846,0,0,1846,3808,-2197,20942,18616,0.24,31,26017,28,66.92
2014,12,12/31/2014,19800,2423,97,147,78,1060,1382,23605,64,3787,2792,14,6658,1797,0,0,1797,3462,-2981,18257,15150,0.28,36,22545,33,67.18
2015,1,1/1/2015,17200,1832,86,157,33,1040,1316,20348,58,2898,2797,19,5772,1700,0,0,1700,3117,-2445,15439,12876,0.28,37,19308,33,67.53
2015,1,1/2/2015,15300,1200,80,154,153,1020,1407,17907,72,2888,2799,14,5773,1648,0,0,1648,2864,-2574,13175,10485,0.32,41,16887,38,68
2015,1,1/3/2015,14300,723,80,150,351,989,1570,16593,76,2894,2799,15,5784,1600,0,0,1600,2731,-2523,11844,9209,0.34,45,15604,41,68.53
2015,1,1/4/2015,13400,450,76,155,18,967,1216,15066,59,2886,2797,14,5757,1547,0,0,1547,2611,-2935,10806,7762,0.38,48,14099,45,69.13
2015,1,1/5/2015,12800,359,73,152,730,941,1896,15055,83,3189,2478,14,5765,1496,0,0,1496,2531,-2310,10209,7794,0.38,48,14114,45,69.7
2015,1,1/6/2015,12500,347,70,151,87,946,1254,14101,79,3247,1856,14,5196,1440,0,0,1440,2492,-2386,9952,7465,0.36,47,13155,43,70.27
2015,1,1/7/2015,11900,290,68,150,8,937,1163,13353,88,3886,1829,14,5817,1390,0,0,1390,2412,-3146,9389,6146,0.43,54,12416,50,70.93
2015,1,1/8/2015,11600,282,66,164,24,937,1191,13073,90,4594,1092,18,5795,1400,0,0,1400,2372,-3142,9118,5878,0.44,55,12136,52,71.59
2015,1,1/9/2015,11400,261,64,156,729,946,1895,13556,82,4886,957,14,5939,1348,0,0,1348,2345,-2575,8938,6269,0.43,54,12610,50,72.16
2015,1,1/10/2015,11200,236,63,158,759,965,1945,13381,78,4890,840,13,5822,1300,0,0,1300,2319,-2403,8753,6259,0.43,53,12416,50,72.71
2015,1,1/11/2015,11100,226,62,159,48,949,1218,12544,77,4891,913,23,5904,1298,0,0,1298,2305,-3225,8657,5342,0.46,57,11595,54,73.33
2015,1,1/12/2015,11100,215,60,158,330,938,1486,12801,86,4879,875,14,5853,1248,0,0,1248,2305,-2873,8660,5700,0.45,55,11863,52,73.87
2015,1,1/13/2015,10600,281,58,154,516,929,1657,12538,70,4868,837,18,5792,1250,0,0,1250,2239,-2709,8292,5496,0.46,56,11609,53,74.4
2015,1,1/14/2015,10100,243,57,156,500,927,1640,11983,46,4885,909,15,5854,1194,0,0,1194,2172,-2818,7836,4935,0.48,59,11056,55,74.98
2015,1,1/15/2015,9590,208,55,153,293,954,1455,11253,43,4691,875,15,5623,1197,0,0,1197,2104,-2842,7358,4433,0.49,61,10299,57,75.59
2015,1,1/16/2015,9340,244,54,151,20,940,1165,10749,37,3997,877,14,4925,1147,0,0,1147,2071,-2434,7191,4677,0.45,56,9809,52,76.14
2015,1,1/17/2015,9410,289,52,153,24,889,1118,10817,53,3798,879,13,4744,1150,0,0,1150,2081,-2293,7296,4923,0.43,54,9928,50,76.62
2015,1,1/18/2015,9230,291,52,152,38,882,1124,10645,48,3895,879,18,4840,1100,0,0,1100,2057,-2374,7156,4705,0.45,56,9763,52,77.11
2015,1,1/19/2015,9240,284,51,151,538,870,1610,11134,49,3888,878,14,4829,1088,0,0,1088,2058,-1868,7161,5217,0.43,53,10264,49,77.5
2015,1,1/20/2015,9060,250,50,151,564,852,1617,10927,58,3889,878,19,4845,1098,0,0,1098,2034,-1907,6969,4984,0.44,54,10075,51,77.9
2015,1,1/21/2015,9400,253,50,154,335,825,1364,11017,52,3685,878,15,4630,1048,0,0,1048,2079,-1868,7280,5339,0.41,52,10192,48,78.23
2015,1,1/22/2015,9610,273,50,154,144,803,1151,11034,46,3878,876,14,4814,1050,0,0,1050,2107,-2239,7482,5170,0.43,53,10231,49,78.56
2015,1,1/23/2015,9340,328,49,147,30,793,1019,10687,46,4087,875,13,5021,998,0,0,998,2071,-2580,7317,4668,0.46,56,9894,53,78.95
2015,1,1/24/2015,9370,342,47,151,23,770,991,10703,46,3880,875,20,4821,1000,0,0,1000,2075,-2405,7357,4882,0.44,54,9933,51,79.28
2015,1,1/25/2015,9310,346,46,155,87,763,1051,10707,42,3794,876,14,4726,998,0,0,998,2067,-2256,7309,4983,0.44,53,9944,50,79.58
2015,1,1/26/2015,9360,339,45,155,71,768,1039,10738,39,3690,877,19,4626,1000,0,0,1000,2074,-2162,7345,5113,0.43,52,9970,49,79.85
2015,1,1/27/2015,9520,448,45,156,697,800,1698,11666,42,3595,878,31,4545,948,0,0,948,2095,-1368,7607,6173,0.38,47,10866,43,79.98
2015,1,1/28/2015,9380,632,44,153,40,760,997,11009,39,3684,877,29,4628,948,0,0,948,2077,-2171,7670,5432,0.41,51,10249,47,80.19
2015,1,1/29/2015,9150,557,44,147,265,744,1200,10907,40,3686,879,34,4639,947,0,0,947,2046,-2009,7396,5321,0.42,51,10163,48,80.4
2015,1,1/30/2015,8820,349,45,151,306,802,1304,10473,40,3690,952,32,4714,948,0,0,948,2002,-2024,6901,4811,0.44,54,9671,50,80.66
2015,1,1/31/2015,9100,245,44,151,277,771,1243,10588,42,3492,979,33,4546,897,0,0,897,2039,-1847,7055,5145,0.42,51,9817,48,80.87
2015,2,2/1/2015,8770,233,43,147,32,790,1012,10015,39,2485,978,35,3537,879,0,0,879,1995,-1101,6762,5599,0.34,44,9225,39,81
2015,2,2/2/2015,8800,231,42,332,21,862,1257,10288,37,2489,991,32,3550,885,0,0,885,1999,-868,6784,5853,0.34,43,9426,38,81.11
2015,2,2/3/2015,8730,244,41,425,289,862,1617,10591,41,2489,991,30,3552,885,0,0,885,1990,-520,6736,6154,0.33,42,9729,37,81.17
2015,2,2/4/2015,8880,318,40,280,40,858,1218,10416,41,1497,992,28,2558,885,0,0,885,2010,94,6940,6972,0.24,33,9558,27,81.15
2015,2,2/5/2015,9290,278,40,205,428,879,1552,11120,47,1598,996,31,2671,887,0,0,887,2065,368,7255,7561,0.23,32,10241,26,81.08
2015,2,2/6/2015,9570,337,44,190,229,882,1345,11252,43,1598,999,31,2671,898,2751,0,-1853,2102,1980,8324,10434,0.23,7,10370,-1,80.81
2015,2,2/7/2015,13100,590,901,218,445,881,2445,16135,42,3092,993,28,4155,898,5043,0,-4145,2571,3556,12279,16125,0.25,0,15254,-6,80.27
2015,2,2/8/2015,17900,1345,3300,218,221,916,4655,23900,41,4199,989,33,5261,898,7335,0,-6437,3210,6787,17838,25076,0.22,-5,22984,-9,79.47
2015,2,2/9/2015,31200,2645,4960,219,14,1020,6213,40058,41,4795,997,30,5863,898,7335,0,-6437,4979,9512,30669,40632,0.14,-1,39038,-4,78.41
2015,2,2/10/2015,33700,3311,1900,202,36,1230,3368,40379,51,4993,897,33,5973,846,7335,0,-6489,5311,6923,33517,40894,0.15,-1,39149,-4,77.4
2015,2,2/11/2015,35000,3205,1120,185,81,1120,2506,40711,41,5850,817,24,6732,848,4585,0,-3736,5484,3687,33767,37715,0.16,7,39591,5,76.49
2015,2,2/12/2015,34900,3066,785,178,16,1080,2059,40025,40,6090,816,21,6967,850,2292,0,-1442,5471,1501,32899,34501,0.17,14,38945,11,75.7
2015,2,2/13/2015,32600,2906,602,174,16,990,1782,37288,37,6090,820,22,6969,846,0,0,846,5165,-573,30104,29472,0.19,21,36298,19,75.05
2015,2,2/14/2015,28800,2459,482,172,14,927,1595,32854,34,4988,821,21,5863,848,0,0,848,4659,-160,26362,26143,0.18,20,31927,18,74.51
2015,2,2/15/2015,25300,1964,401,170,14,897,1482,28746,29,5495,829,19,6372,848,0,0,848,4194,-1247,22833,21526,0.22,25,27849,23,74.13
2015,2,2/16/2015,22100,1311,342,169,52,890,1453,24864,32,5490,826,24,6371,849,0,0,849,3768,-1702,19405,17644,0.25,29,23974,26,73.9
2015,2,2/17/2015,19500,868,295,167,108,876,1446,21814,48,4890,828,26,5793,848,0,0,848,3423,-1475,16708,15173,0.26,30,20938,28,73.78
2015,2,2/18/2015,17800,655,261,167,43,899,1370,19825,71,4335,817,18,5242,848,0,0,848,3196,-1226,15021,13735,0.26,31,18926,27,73.73
2015,2,2/19/2015,16300,564,235,166,398,887,1686,18550,63,3674,1526,27,5290,848,0,0,848,2997,-1159,13630,12412,0.28,33,17663,30,73.74
2015,2,2/20/2015,15400,478,216,150,402,872,1640,17518,56,3333,1846,26,5261,832,0,0,832,2877,-1285,12768,11424,0.29,35,16646,31,73.81
2015,2,2/21/2015,15000,399,198,151,366,919,1634,17033,60,3889,1837,24,5810,889,0,0,889,2824,-1930,12326,10334,0.34,39,16114,36,73.95
2015,2,2/22/2015,14300,343,183,161,49,929,1322,15965,61,3891,1297,22,5271,892,0,0,892,2731,-1798,11662,9802,0.32,39,15036,35,74.1
2015,2,2/23/2015,13600,333,167,166,376,929,1638,15571,62,3244,865,29,4200,884,0,0,884,2638,-499,11048,10487,0.26,33,14642,28,74.21
2015,2,2/24/2015,12900,324,152,161,437,909,1659,14883,63,3240,860,24,4186,887,0,0,887,2545,-559,10431,9809,0.27,34,13974,30,74.35
2015,2,2/25/2015,12300,244,141,145,575,854,1715,14259,55,3249,859,36,4198,881,0,0,881,2465,-591,9832,9180,0.29,36,13405,32,74.53
2015,2,2/26/2015,12200,182,136,98,495,794,1523,13905,42,4048,860,43,4993,885,0,0,885,2452,-1594,9683,8027,0.35,42,13111,39,74.78
2015,2,2/27/2015,11200,284,131,90,315,782,1318,12802,45,4796,862,34,5736,880,0,0,880,2319,-2672,8919,6185,0.44,52,12020,49,75.19
2015,2,2/28/2015,11200,317,133,92,410,804,1439,12956,47,4799,862,26,5733,881,0,0,881,2319,-2548,8952,6342,0.44,51,12152,48,75.56
2015,3,3/1/2015,10400,267,151,96,11,815,1073,11740,46,4783,860,28,5716,933,0,0,933,2212,-3038,8194,5091,0.48,57,10925,53,76.06
2015,3,3/2/2015,9810,244,135,106,69,796,1106,11160,70,3589,1549,29,5238,987,0,0,987,2134,-2640,7644,4935,0.46,56,10364,52,76.54
2015,3,3/3/2015,10100,237,136,90,62,691,979,11316,98,3203,1831,11,5143,976,0,0,976,2172,-2626,7891,5197,0.44,54,10625,51,76.97
2015,3,3/4/2015,9840,271,128,93,472,630,1323,11434,130,3163,1831,0,5123,974,0,0,974,2138,-2295,7701,5337,0.43,53,10804,51,77.35
2015,3,3/5/2015,9780,277,117,90,956,595,1758,11815,235,2786,1826,0,4847,1020,0,0,1020,2130,-1622,7642,5948,0.39,50,11220,47,77.64
2015,3,3/6/2015,9180,276,111,94,711,569,1485,10941,250,1985,2434,0,4669,1032,0,0,1032,2050,-1805,7117,5240,0.4,52,10372,49,78
2015,3,3/7/2015,8810,271,107,104,851,551,1613,10694,252,1791,2697,0,4740,1042,0,0,1042,2001,-1804,6788,4912,0.42,54,10143,52,78.38
2015,3,3/8/2015,8690,269,103,112,627,574,1416,10375,254,1398,2591,0,4243,1076,0,0,1076,1985,-1542,6673,5056,0.38,51,9801,48,78.72
2015,3,3/9/2015,8600,271,99,112,496,562,1269,10140,279,1389,2703,0,4372,1087,0,0,1087,1973,-1837,6594,4681,0.4,54,9578,51,79.1
2015,3,3/10/2015,8630,285,96,132,618,513,1359,10274,258,1398,2707,0,4363,1079,0,0,1079,1977,-1728,6636,4833,0.4,53,9761,50,79.43
2015,3,3/11/2015,9010,288,94,134,553,466,1247,10545,249,992,2715,0,3956,1119,917,0,202,2027,-813,7214,6387,0.35,39,10079,37,79.56
2015,3,3/12/2015,9210,293,94,108,743,467,1412,10915,262,631,3192,0,4086,1117,917,0,200,2054,-750,7393,6629,0.35,39,10448,37,79.66
2015,3,3/13/2015,8550,284,99,111,657,440,1307,10141,256,297,3348,3,3904,1154,917,0,237,1966,-785,6802,6000,0.35,41,9701,38,79.82
2015,3,3/14/2015,8010,266,93,110,623,462,1288,9564,282,299,3343,15,3940,1202,917,0,285,1894,-943,6302,5339,0.38,44,9102,41,80.05
2015,3,3/15/2015,7650,259,86,110,345,511,1052,8961,275,284,3340,36,3935,1213,917,0,296,1846,-1229,5980,4730,0.4,47,8450,44,80.34
2015,3,3/16/2015,7950,281,82,111,1306,516,2015,10246,267,1484,936,15,2701,1264,0,0,1264,1886,379,5991,6281,0.23,39,9730,35,80.44
2015,3,3/17/2015,7310,293,79,113,569,502,1263,8866,266,932,978,23,2199,1291,0,0,1291,1801,26,5440,5376,0.21,39,8364,36,80.63
2015,3,3/18/2015,7700,329,77,127,1585,493,2282,10311,263,535,977,39,1814,1278,0,0,1278,1853,1490,5818,7219,0.14,30,9818,26,80.61
2015,3,3/19/2015,7310,335,73,131,1581,483,2268,9913,264,683,979,43,1969,1340,0,0,1340,1801,1230,5469,6605,0.16,33,9430,30,80.66
